array_id,biosampleaccn,contig_id,arraystart,arrayend,arraylen,avgrepeatlen,avgspacerlen,number_of_spacers,spacer_len_var,dist_to_cas13b,orientation,category,score,filter,date,organism,speciesname
009ece39-35fc-49a6-9d00-9c4ad4a9cbd3,SAMN07840097,NZ_CP024595.1,2316828,2317015,188,37,38,2,3.5355,1234428,Reverse,Possible,0.6256,FAILED,09-07-2025-14-13-19,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
b6b53499-2e99-49c0-99b7-c2d247245e5e,SAMN07840097,NZ_CP024595.1,2271481,2282122,10642,30,35,161,0.9313,1189081,Reverse,Possible,0.6583,FAILED,09-07-2025-14-13-19,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
9d52368d-127b-49dc-8d8f-51c20411437e,SAMN07840097,NZ_CP024595.1,264811,265374,564,36,30,8,0.0000,813619,Foward,Possible,0.7217,FAILED,09-07-2025-14-13-19,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
5ff3c83f-f555-44f6-8450-b5a7064c14ee,SAMN07840097,NZ_CP024595.1,1082407,1083036,630,37,28,9,0.5000,7,Foward,Alternative,0.6765,PASSED,09-07-2025-14-13-19,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
f5dfdc2c-0704-4c18-a8a1-0e88de9bd2f3,SAMN07840097,NZ_CP024595.1,1082408,1083036,629,36,29,9,0.3333,8,Foward,Bona-fide,0.7528,PASSED,09-07-2025-14-13-19,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
aeb375a3-1aff-4ca4-b6cb-701683d84249,SAMN07831761,NZ_CP024597.1,1555265,1555766,502,46,30,6,0.0000,1121256,Reverse,Possible,0.5367,FAILED,09-07-2025-14-13-21,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
1ce7d9e0-a872-4916-8769-6399fa1f4d6e,SAMN07831761,NZ_CP024597.1,429225,429724,500,38,27,7,0.0000,758,Reverse,Alternative,0.6309,PASSED,09-07-2025-14-13-21,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
c4337b6a-a5c3-4e6e-8609-d76e2db45ba4,SAMN07831761,NZ_CP024597.1,429226,429723,498,36,30,7,0.0000,759,Reverse,Bona-fide,0.7571,PASSED,09-07-2025-14-13-21,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
d5ef5a16-746c-465d-a8e4-a619e897a486,SAMN07836904,NZ_CP024598.1,1488948,1489975,1028,36,30,15,0.5164,760,Foward,Possible,0.7217,PASSED,09-07-2025-14-13-23,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
58761ccb-d175-4258-a32e-092cdc7ad890,SAMN07836904,NZ_CP024598.1,372546,375021,2476,46,29,32,0.2459,1109640,Foward,Possible,0.6637,FAILED,09-07-2025-14-13-23,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
294a714c-e4ed-4e88-bd79-a246ffbab39b,SAMN07836934,NZ_CP024599.1,1598685,1599116,432,36,30,6,0.0000,760,Foward,Possible,0.7217,PASSED,09-07-2025-14-13-25,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
3595c80c-3e09-4c63-9a02-a6276030fed3,SAMN07836934,NZ_CP024599.1,1295933,1296480,548,37,36,7,1.9149,297919,Reverse,Possible,0.6253,FAILED,09-07-2025-14-13-25,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
ffddaca8-ec59-49ac-87cc-852531a6b3b2,SAMN07836934,NZ_CP024599.1,1256394,1263922,7529,30,35,114,1.0370,330477,Reverse,Possible,0.6303,FAILED,09-07-2025-14-13-25,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
a747666e-b76a-42c6-b016-9cbf056660cf,SAMN07836934,NZ_CP024599.1,533507,534767,1261,46,29,16,0.2500,1059632,Foward,Possible,0.6637,FAILED,09-07-2025-14-13-25,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
98287f04-7ce9-4b47-baa9-ffb8a3e143df,SAMN07315161,NZ_CP025931.1,2132965,2133307,343,37,39,4,3.4157,2019051,Foward,Possible,0.6497,FAILED,09-07-2025-14-13-28,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
6ada6464-f08c-41af-96ee-4f69a6110c2e,SAMN07315161,NZ_CP025931.1,114674,114907,234,36,30,3,0.0000,760,Foward,Possible,0.7217,PASSED,09-07-2025-14-13-28,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
5415095d-b79f-4c89-88ce-5da636af96e3,SAMN07315160,NZ_CP025930.1,2206472,2214351,7880,30,35,119,0.8629,362938,Foward,Possible,0.6651,FAILED,09-07-2025-14-13-30,Porphyromonas gingivalis ATCC 33277 (CFB group bacteria),Porphyromonas gingivalis
e4664e6d-0c17-40c3-991d-a11d7f7b4fd8,SAMN07315160,NZ_CP025930.1,1410859,1411687,829,36,30,12,0.6686,428488,Reverse,Possible,0.7017,FAILED,09-07-2025-14-13-30,Porphyromonas gingivalis ATCC 33277 (CFB group bacteria),Porphyromonas gingivalis
171c801d-9dd0-4672-9225-0700947c7f4f,SAMN07315160,NZ_CP025930.1,1839116,1839417,302,38,28,4,0.5000,758,Reverse,Alternative,0.6873,PASSED,09-07-2025-14-13-30,Porphyromonas gingivalis ATCC 33277 (CFB group bacteria),Porphyromonas gingivalis
9c3c6774-de90-4d29-92fc-b2d4424995b8,SAMN07315160,NZ_CP025930.1,1839116,1839415,300,36,30,4,0.0000,760,Reverse,Bona-fide,0.7571,PASSED,09-07-2025-14-13-30,Porphyromonas gingivalis ATCC 33277 (CFB group bacteria),Porphyromonas gingivalis
383b329d-261e-47e5-b2c2-f15957afbb09,SAMN07315163,NZ_CP025932.1,2266790,2267043,254,47,22,3,21.0000,1095326,Foward,Possible,0.5242,FAILED,09-07-2025-14-13-32,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
cabc6a28-76dd-4a7c-8c14-363bd93ab0cb,SAMN07315163,NZ_CP025932.1,2102526,2104591,2066,30,35,31,1.1603,931062,Foward,Possible,0.6496,FAILED,09-07-2025-14-13-32,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
00dbdfba-0c35-4d77-b877-24088aff1476,SAMN07315163,NZ_CP025932.1,2068359,2068903,545,37,35,7,1.6183,896895,Foward,Possible,0.6157,FAILED,09-07-2025-14-13-32,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
d6f07ac6-922d-4baa-b826-9373874f198d,SAMN07315163,NZ_CP025932.1,1171472,1171969,498,36,30,7,0.0000,8,Foward,Possible,0.7492,PASSED,09-07-2025-14-13-32,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
52fc9546-e9f9-4465-8b64-f83cb2962f6d,SAMN07315163,NZ_CP025932.1,375957,376454,498,36,30,7,0.0000,791603,Foward,Possible,0.7217,FAILED,09-07-2025-14-13-32,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
2b1a4f91-b749-499c-9ab9-fd2c9a3b3ce4,SAMN18805464,NZ_CP073350.1,1764622,1765198,577,46,29,7,0.3780,336650,Foward,Possible,0.5485,FAILED,09-07-2025-14-13-35,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
a93b84a7-df12-4386-ad5d-907abfeafc46,SAMN18805464,NZ_CP073350.1,1423861,1424556,696,36,30,10,0.0000,9,Reverse,Possible,0.7188,PASSED,09-07-2025-14-13-35,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
bd55aeaa-b1de-4c18-94b9-925255cc0c93,SAMN18805464,NZ_CP073350.1,295317,295882,566,37,29,8,0.0000,1128683,Reverse,Alternative,0.7175,FAILED,09-07-2025-14-13-35,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
7588d89a-cf70-49b3-bb38-915f8bd6badb,SAMN18805464,NZ_CP073350.1,295319,295882,564,36,30,8,0.0000,1128683,Reverse,Bona-fide,0.7571,FAILED,09-07-2025-14-13-35,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
a7065cee-7b71-4ccf-b73b-84d754a0b774,SAMN18805165,NZ_CP073349.1,1764600,1765176,577,46,29,7,0.3780,336645,Foward,Possible,0.5485,FAILED,09-07-2025-14-13-38,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
560ca009-6bba-43f1-b40d-1cc5a7b463cc,SAMN18805165,NZ_CP073349.1,1423844,1424539,696,36,30,10,0.0000,9,Reverse,Possible,0.7188,PASSED,09-07-2025-14-13-38,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
27300db7-976c-4f02-887e-920d1875437e,SAMN18805165,NZ_CP073349.1,295317,295882,566,37,29,8,0.0000,1128666,Reverse,Alternative,0.7175,FAILED,09-07-2025-14-13-38,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
7dadab3b-0b20-4535-aeac-1a23c572d29b,SAMN18805165,NZ_CP073349.1,295319,295882,564,36,30,8,0.0000,1128666,Reverse,Bona-fide,0.7571,FAILED,09-07-2025-14-13-38,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
b57f29cd-ca43-4857-ad75-5356db9cc379,SAMN18753385,NZ_CP073348.1,2136164,2139209,3046,30,35,46,1.3777,338949,Foward,Possible,0.5511,FAILED,09-07-2025-14-13-40,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
b986b251-2a38-45fb-8832-6174320c18d9,SAMN18753385,NZ_CP073348.1,2102464,2102717,254,37,35,3,1.1547,305249,Foward,Possible,0.6703,FAILED,09-07-2025-14-13-40,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
852bd3a9-863f-4782-b087-86cd508f924c,SAMN18753385,NZ_CP073348.1,1792862,1793097,236,38,28,3,0.0000,759,Reverse,Alternative,0.6309,PASSED,09-07-2025-14-13-40,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
8161407a-8629-493b-861f-14f30d63bacb,SAMN18753385,NZ_CP073348.1,1792863,1793096,234,36,30,3,0.0000,760,Reverse,Bona-fide,0.7571,PASSED,09-07-2025-14-13-40,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
3c8fa988-2b5c-43c4-9694-44fb0c9daf4d,SAMN35301467,NZ_CP126309.1,2238589,2243688,5100,30,35,77,1.0268,344670,Foward,Possible,0.6651,FAILED,09-07-2025-14-13-44,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
0015c9d4-7e77-438c-b8d9-77025011ddb8,SAMN35301467,NZ_CP126309.1,1889039,1889800,762,36,30,11,0.0000,760,Reverse,Possible,0.7279,PASSED,09-07-2025-14-13-44,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
c0bb5269-5fc5-4442-b88f-fa6d05978216,SAMN35301467,NZ_CP126309.1,1042541,1042973,433,37,29,6,0.0000,847587,Reverse,Possible,0.6891,FAILED,09-07-2025-14-13-44,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
a9936f26-ed32-4a04-b41a-d93ffa67cead,SAMN35301467,NZ_CP126309.1,565684,567097,1414,46,30,18,0.0000,1323463,Reverse,Possible,0.6519,FAILED,09-07-2025-14-13-44,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
7aebd5c8-2e22-4762-a495-f46acf3be203,SAMN35563277,NZ_CP126983.1,2236905,2242004,5100,30,35,77,1.0268,344670,Foward,Possible,0.6651,FAILED,09-07-2025-14-13-48,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
f5e1e72c-4056-42c7-83ac-da7c12daddde,SAMN35563277,NZ_CP126983.1,1887355,1888116,762,36,30,11,0.0000,760,Reverse,Possible,0.7279,PASSED,09-07-2025-14-13-48,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
32104b05-c7f0-4f93-93a1-516dc108e478,SAMN35563277,NZ_CP126983.1,1040857,1041289,433,37,29,6,0.0000,847587,Reverse,Possible,0.6891,FAILED,09-07-2025-14-13-48,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
912deddb-5f5c-49cb-bfd6-108963eb7e31,SAMN35563277,NZ_CP126983.1,564247,565660,1414,46,30,18,0.0000,1323216,Reverse,Possible,0.6519,FAILED,09-07-2025-14-13-48,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
db2b4dab-3497-42bb-95a0-e5e083d0d5b9,SAMD00060990,NC_015571.1,1515077,1515310,234,36,30,3,0.0000,760,Foward,Possible,0.7217,PASSED,09-07-2025-14-13-50,Porphyromonas gingivalis TDC60 (CFB group bacteria),Porphyromonas gingivalis
711c1a50-3204-40ed-ae7f-db313838ca55,SAMD00060990,NC_015571.1,604390,605407,1018,30,35,15,1.2799,905551,Reverse,Possible,0.5411,FAILED,09-07-2025-14-13-50,Porphyromonas gingivalis TDC60 (CFB group bacteria),Porphyromonas gingivalis
b641c83a-4b33-45c7-b87d-4e884cb526b7,SAMD00060990,NC_015571.1,293621,294703,1083,30,35,16,1.1087,1216255,Foward,Possible,0.6449,FAILED,09-07-2025-14-13-50,Porphyromonas gingivalis TDC60 (CFB group bacteria),Porphyromonas gingivalis
fbc07903-9993-485e-8cb2-cb5529c83b5c,SAMD00060990,NC_015571.1,259611,259953,343,37,39,4,3.4157,1251005,Foward,Possible,0.6497,FAILED,09-07-2025-14-13-50,Porphyromonas gingivalis TDC60 (CFB group bacteria),Porphyromonas gingivalis
ef2cbc75-1bfe-493f-a16a-12f6a9747511,SAMN03366764,NZ_CP011995.1,2125281,2126366,1086,30,36,16,1.0328,335523,Foward,Possible,0.6287,FAILED,09-07-2025-14-13-53,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
cbd22249-3cd8-496b-b749-5f63b461cf7d,SAMN03366764,NZ_CP011995.1,2091332,2091661,330,38,35,4,0.8165,301574,Foward,Possible,0.6465,FAILED,09-07-2025-14-13-52,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
6f479809-d8db-4f84-ade2-5950f4c7a0c2,SAMN03366764,NZ_CP011995.1,2090754,2091229,476,37,36,6,2.8577,300996,Foward,Possible,0.6040,FAILED,09-07-2025-14-13-52,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
abfb94b0-8c8a-4a21-baae-882b895b47e9,SAMN03366764,NZ_CP011995.1,924251,924615,365,35,31,5,0.0000,861616,Foward,Possible,0.7217,FAILED,09-07-2025-14-13-52,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
74c4241e-2142-4740-9d83-976419565093,SAMN03366764,NZ_CP011995.1,1784974,1785471,498,36,30,7,0.0000,760,Reverse,Bona-fide,0.7571,PASSED,09-07-2025-14-13-52,Porphyromonas gingivalis (CFB group bacteria),Porphyromonas gingivalis
284dcd99-dbcf-402f-9fc2-b8716ae1b7c0,SAMN03372093,NZ_CP011996.1,499228,499501,274,46,30,3,0.0000,1239648,Reverse,Possible,0.5054,FAILED,09-07-2025-14-13-54,Porphyromonas gingivalis AJW4 (CFB group bacteria),Porphyromonas gingivalis
d18bb3f8-498e-4703-a44b-9e38882067b3,SAMN03372093,NZ_CP011996.1,1737625,1738389,765,37,28,11,0.4671,760,Reverse,Alternative,0.7080,PASSED,09-07-2025-14-13-54,Porphyromonas gingivalis AJW4 (CFB group bacteria),Porphyromonas gingivalis
74b706f6-16f3-4217-84d3-a771120c30b0,SAMN03372093,NZ_CP011996.1,1737627,1738389,763,36,30,11,0.3015,760,Reverse,Bona-fide,0.7571,PASSED,09-07-2025-14-13-54,Porphyromonas gingivalis AJW4 (CFB group bacteria),Porphyromonas gingivalis
422d42bf-b553-4995-b446-381dde726c74,SAMN03653671,NZ_CP013131.1,1998549,1999184,636,37,37,8,1.8851,255742,Reverse,Possible,0.6126,FAILED,09-07-2025-14-13-56,Porphyromonas gingivalis A7A1-28 (CFB group bacteria),Porphyromonas gingivalis
a71fa14b-d6fd-4f3b-b1c1-10b0d077f7c8,SAMN03653671,NZ_CP013131.1,1958895,1964875,5981,30,36,89,6.9498,216088,Reverse,Possible,0.6469,FAILED,09-07-2025-14-13-56,Porphyromonas gingivalis A7A1-28 (CFB group bacteria),Porphyromonas gingivalis
3fb97bfe-f0a8-40c0-9f0a-8f357ad28336,SAMN03653671,NZ_CP013131.1,1738089,1738521,433,37,28,6,0.5164,759,Reverse,Alternative,0.7080,PASSED,09-07-2025-14-13-56,Porphyromonas gingivalis A7A1-28 (CFB group bacteria),Porphyromonas gingivalis
30d3d716-0742-47d1-8ced-49650376b1d4,SAMN03653671,NZ_CP013131.1,1738091,1738521,431,36,29,6,0.4082,759,Reverse,Bona-fide,0.7571,PASSED,09-07-2025-14-13-56,Porphyromonas gingivalis A7A1-28 (CFB group bacteria),Porphyromonas gingivalis
660dfb4e-145b-4270-b578-b07f0473c4b0,SAMN25263445,NZ_CP091791.1,2420483,2420936,454,36,33,6,0.5164,1684,Reverse,Possible,0.5817,PASSED,09-07-2025-14-13-58,Prevotella communis (CFB group bacteria),Prevotella communis
57d8c62d-ef70-47ac-a3ae-d83848787946,SAMN25263445,NZ_CP091791.1,1085309,1085888,580,47,29,7,0.4880,1336732,Reverse,Possible,0.6267,FAILED,09-07-2025-14-13-58,Prevotella communis (CFB group bacteria),Prevotella communis
48bd2893-fe9c-4e73-86a4-02b3c0c49154,SAMN02603988,NC_017860.1,194523,195607,1085,36,29,16,0.6292,635,Reverse,Possible,0.6069,PASSED,09-07-2025-14-14-00,Prevotella intermedia 17 (CFB group bacteria),Prevotella intermedia
ff3d558f-7c8f-4ae9-8ca8-9f0c8e1c7ff0,SAMD00034934,NZ_AP014926.1,340163,341247,1085,36,29,16,0.6292,635,Reverse,Possible,0.6069,PASSED,09-07-2025-14-14-02,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
c35e4537-f2b1-43f1-9b5b-19376370cd93,SAMN04529095,NZ_CP019303.1,346591,347675,1085,36,29,16,0.6292,635,Reverse,Possible,0.6069,PASSED,09-07-2025-14-14-05,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
fbe746c9-6c8b-423f-9e5c-9fe54cf54750,SAMN04529094,NZ_CP019301.1,188069,188892,824,36,29,12,0.4924,636,Reverse,Possible,0.5901,PASSED,09-07-2025-14-14-07,Prevotella intermedia ATCC 25611 = DSM 20706 (CFB group bacteria),Prevotella intermedia
0ad94592-ef0e-4c8a-956f-2db7680f1c72,SAMN07955957,NZ_CP024696.1,1603806,1605384,1579,47,29,20,0.5712,713273,Reverse,Possible,0.5485,FAILED,09-07-2025-14-14-08,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
f120a1c8-023f-451e-af19-b160632d7c50,SAMN07955957,NZ_CP024696.1,890834,891661,828,36,30,12,0.0000,301,Foward,Possible,0.6212,PASSED,09-07-2025-14-14-08,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
f0c02143-b1af-4824-b4b7-2ad923368ae5,SAMN07956007,NZ_CP024697.1,2260123,2260948,826,36,29,12,0.5774,301,Foward,Possible,0.6760,PASSED,09-07-2025-14-14-13,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
3e5330c9-e4bd-4c09-aab4-bf5ac4826a6a,SAMN07956007,NZ_CP024697.1,1257603,1260795,3193,47,29,41,0.4486,995626,Foward,Possible,0.6637,FAILED,09-07-2025-14-14-13,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
8fe247d0-697b-418e-a029-fe7e7995e224,SAMN07955952,NZ_CP024728.1,262780,263210,431,36,29,6,0.4082,634,Reverse,Possible,0.5677,PASSED,09-07-2025-14-14-15,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
760d80d7-06ec-4ee5-8efa-bf15f8786873,SAMN07956008,NZ_CP024724.1,793828,795045,1218,36,29,18,0.4851,301,Foward,Possible,0.6219,PASSED,09-07-2025-14-14-18,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
d0ee918a-e66b-4913-88d6-72e767f70103,SAMN07956010,NZ_CP024726.1,382445,383794,1350,36,29,20,0.4702,634,Foward,Possible,0.6846,PASSED,09-07-2025-14-14-20,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
945b3dc4-998e-499f-a128-cbdda314507c,SAMN07955960,NZ_CP030095.1,717827,719177,1351,36,29,20,0.4443,633,Foward,Possible,0.6917,PASSED,09-07-2025-14-14-29,Prevotella intermedia (CFB group bacteria),Prevotella intermedia
78346abf-aecf-40e8-9c87-661162952327,SAMN03284263,NZ_JXQK01000043.1,12949,13710,762,36,30,11,0.0000,176,Reverse,Possible,0.5236,PASSED,09-07-2025-14-14-40,Prevotella pectinovora (CFB group bacteria),Prevotella pectinovora
45877d7c-09d9-49f1-abf5-3d6b085b62d6,SAMN03284262,NZ_JXQJ01000080.1,27390,28083,694,36,29,10,0.4216,175,Foward,Possible,0.5286,PASSED,09-07-2025-14-14-46,Prevotella pectinovora (CFB group bacteria),Prevotella pectinovora
7f46179e-46e5-4c53-a352-0853181b265a,SAMN03284262,NZ_JXQJ01000080.1,12766,14320,1555,37,35,21,1.5538,13938,Reverse,Possible,0.5786,FAILED,09-07-2025-14-14-46,Prevotella pectinovora (CFB group bacteria),Prevotella pectinovora
6e724c23-d600-452d-9ed0-53e1618a5d04,SAMN02463748,NZ_GG739967.1,8454,9080,627,36,29,9,0.5000,612,Foward,Possible,0.6676,PASSED,09-07-2025-14-14-49,Segatella buccae D17 (CFB group bacteria),Segatella buccae
16ee61ea-198e-42e8-a2f1-9125f7bb7aa9,SAMN00216833,NZ_GL586311.1,1611554,1612522,969,47,29,12,0.4523,1521970,Reverse,Possible,0.6676,FAILED,09-07-2025-14-14-51,Segatella buccae ATCC 33574 (CFB group bacteria),Segatella buccae
e704728c-e792-48a8-8d98-287345387832,SAMN00216833,NZ_GL586311.1,90195,91283,1089,36,29,16,0.4031,611,Foward,Possible,0.6676,PASSED,09-07-2025-14-14-51,Segatella buccae ATCC 33574 (CFB group bacteria),Segatella buccae
709c6857-0e8e-4d07-9a9f-61f460e6ef7d,SAMEA104224811,NZ_UGTJ01000001.1,2585777,2586470,694,36,29,10,0.4216,612,Reverse,Possible,0.7209,PASSED,09-07-2025-14-14-53,Segatella buccae (CFB group bacteria),Segatella buccae
428483b3-d89d-4416-b81b-b25ed021e25a,SAMEA104224811,NZ_UGTJ01000001.1,1148037,1149077,1041,47,29,13,0.5189,1438005,Foward,Possible,0.6776,FAILED,09-07-2025-14-14-53,Segatella buccae (CFB group bacteria),Segatella buccae
304b6ef0-a031-46e0-8f6f-f91ee9fddeca,SAMN19926200,NZ_JAHXQX010000007.1,89488,90049,562,36,29,8,0.4629,613,Reverse,Possible,0.7209,PASSED,09-07-2025-14-14-55,Segatella buccae (CFB group bacteria),Segatella buccae
8147a3b9-7049-4088-b8fd-2e5de740ebd5,SAMN31809581,NZ_JAQETB010000022.1,9351,9845,495,36,29,7,0.5345,612,Reverse,Possible,0.7410,PASSED,09-07-2025-14-14-57,Segatella buccae (CFB group bacteria),Segatella buccae
2bd2645a-f6e4-4052-b6bd-99d29ba18774,SAMN31809580,NZ_JAQETA010000008.1,66342,66509,168,37,28,2,0.7071,611,Foward,Possible,0.6642,FAILED,09-07-2025-14-15-00,Segatella buccae (CFB group bacteria),Segatella buccae
