,sequence_id,spacer_host,phage_id,pidenty,algn_length,mismatch,phagestart,phageend,phage_len,evalue,bitscore,phage_cg,phage_taxonomy,phage_completeness,phage_host,phage_lifestyle,phage_source,spacerhost,pident,phagelength,phagecg,phagetaxonomy,completeness,phagehost,lifestyle,phagesource
91,133dd11a-21a6-49c7-bf80-ac84789f2a08,,SAMEA2738166_b1_ct16_vs2,,30,0,6505,6476,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,57250.0,36.41222707423581,Siphoviridae,Complete,SR1,virulent,CHVD
92,4bbdf564-6790-4b57-89de-4d46fdf38563,,IMGVR_UViG_3300008136_000016|3300008136|Ga0113979_100153,,30,1,19486,19457,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88132.0,31.452820768846728,Crassvirales,High-quality,Prevotella,virulent,IMG_VR
93,4bbdf564-6790-4b57-89de-4d46fdf38563,,IMGVR_UViG_3300007123_000001|3300007123|Ga0102684_100031,,30,1,4778,4749,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88138.0,31.5369080305884,Crassvirales,Complete,Prevotella,virulent,IMG_VR
94,4bbdf564-6790-4b57-89de-4d46fdf38563,,IMGVR_UViG_3300006256_000001|3300006256|Ga0099352_1000048,,30,1,72680,72651,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88096.0,31.514484199055577,Crassvirales,Complete,Prevotella,virulent,IMG_VR
95,6e983587-8bd0-4198-ac06-f23c65f43923,,IMGVR_UViG_3300045988_063953|3300045988|Ga0495776_018376,,30,0,60097,60068,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,88215.0,31.16816867879612,Crassvirales,Complete,Prevotella,virulent,IMG_VR
96,6e983587-8bd0-4198-ac06-f23c65f43923,,IMGVR_UViG_3300045988_062784|3300045988|Ga0495776_018944,,30,0,50002,49973,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,87799.0,31.309012631123363,Crassvirales,Complete,Prevotella,virulent,IMG_VR
97,6e983587-8bd0-4198-ac06-f23c65f43923,,IMGVR_UViG_3300008136_000016|3300008136|Ga0113979_100153,,30,0,80149,80120,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,88132.0,31.452820768846728,Crassvirales,High-quality,Prevotella,virulent,IMG_VR
98,6e983587-8bd0-4198-ac06-f23c65f43923,,MGV-GENOME-0358503,,30,0,60097,60068,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,88215.0,31.16816867879612,Retrovirales,Complete,Prevotella copri,virulent,MGV
99,6e983587-8bd0-4198-ac06-f23c65f43923,,MGV-GENOME-0358279,,30,0,50002,49973,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,87799.0,31.309012631123363,Retrovirales,Complete,Prevotella copri,virulent,MGV
100,6e983587-8bd0-4198-ac06-f23c65f43923,,SRS148408_a1_ct8244,,30,0,18369,18398,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,88018.0,31.38676179872299,CrAss-like,High-quality,Prevotella,virulent,CHVD
101,6e983587-8bd0-4198-ac06-f23c65f43923,,SRS015038_a1_ct12896_vs1,,30,0,29236,29265,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,33494.0,28.87979936705081,CrAss-like,Low-quality,Prevotella,virulent,CHVD
102,6e983587-8bd0-4198-ac06-f23c65f43923,,IMGVR_UViG_3300007123_000001|3300007123|Ga0102684_100031,,30,1,65499,65470,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88138.0,31.5369080305884,Crassvirales,Complete,Prevotella,virulent,IMG_VR
103,6e983587-8bd0-4198-ac06-f23c65f43923,,IMGVR_UViG_3300006256_000001|3300006256|Ga0099352_1000048,,30,1,45342,45313,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88096.0,31.514484199055577,Crassvirales,Complete,Prevotella,virulent,IMG_VR
104,f3cc96d8-dca8-421a-b24a-24676a9701d8,,SAMEA2738166_b1_ct16_vs2,,30,0,6505,6476,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,57250.0,36.41222707423581,Siphoviridae,Complete,SR1,virulent,CHVD
105,9a7200d3-60bf-44c7-8cb3-29335a221612,,IMGVR_UViG_3300008136_000016|3300008136|Ga0113979_100153,,30,1,19486,19457,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88132.0,31.452820768846728,Crassvirales,High-quality,Prevotella,virulent,IMG_VR
106,9a7200d3-60bf-44c7-8cb3-29335a221612,,IMGVR_UViG_3300007123_000001|3300007123|Ga0102684_100031,,30,1,4778,4749,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88138.0,31.5369080305884,Crassvirales,Complete,Prevotella,virulent,IMG_VR
107,9a7200d3-60bf-44c7-8cb3-29335a221612,,IMGVR_UViG_3300006256_000001|3300006256|Ga0099352_1000048,,30,1,72680,72651,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88096.0,31.514484199055577,Crassvirales,Complete,Prevotella,virulent,IMG_VR
108,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,IMGVR_UViG_3300045988_063953|3300045988|Ga0495776_018376,,30,0,60097,60068,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,88215.0,31.16816867879612,Crassvirales,Complete,Prevotella,virulent,IMG_VR
109,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,IMGVR_UViG_3300045988_062784|3300045988|Ga0495776_018944,,30,0,50002,49973,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,87799.0,31.309012631123363,Crassvirales,Complete,Prevotella,virulent,IMG_VR
110,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,IMGVR_UViG_3300008136_000016|3300008136|Ga0113979_100153,,30,0,80149,80120,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,88132.0,31.452820768846728,Crassvirales,High-quality,Prevotella,virulent,IMG_VR
111,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,MGV-GENOME-0358503,,30,0,60097,60068,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,88215.0,31.16816867879612,Retrovirales,Complete,Prevotella copri,virulent,MGV
112,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,MGV-GENOME-0358279,,30,0,50002,49973,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,87799.0,31.309012631123363,Retrovirales,Complete,Prevotella copri,virulent,MGV
113,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,SRS148408_a1_ct8244,,30,0,18369,18398,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,88018.0,31.38676179872299,CrAss-like,High-quality,Prevotella,virulent,CHVD
114,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,SRS015038_a1_ct12896_vs1,,30,0,29236,29265,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,33494.0,28.87979936705081,CrAss-like,Low-quality,Prevotella,virulent,CHVD
115,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,IMGVR_UViG_3300007123_000001|3300007123|Ga0102684_100031,,30,1,65499,65470,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88138.0,31.5369080305884,Crassvirales,Complete,Prevotella,virulent,IMG_VR
116,8e2fd776-3097-4857-9b90-3ec8fcf1afbe,,IMGVR_UViG_3300006256_000001|3300006256|Ga0099352_1000048,,30,1,45342,45313,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,88096.0,31.514484199055577,Crassvirales,Complete,Prevotella,virulent,IMG_VR
117,7435d856-7051-461d-ad56-02e139784424,,MGV-GENOME-0230253,,30,0,30245,30216,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,33365.0,47.3849842649483,Caudovirales,Medium-quality,Bacteroides oleiciplenus,virulent,MGV
118,7435d856-7051-461d-ad56-02e139784424,,IMGVR_UViG_3300045988_176257|3300045988|Ga0495776_028221,,30,0,46279,46250,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,49142.0,42.3283545643238,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
119,7435d856-7051-461d-ad56-02e139784424,,uvig_99536,,30,0,1989,2018,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,33323.0,46.66146505416679,Caudovirales,Medium-quality,Prevotella stercorea,virulent,GPD
120,7435d856-7051-461d-ad56-02e139784424,,SRS147178_a1_ct16633_vs1,,30,0,7687,7658,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,13300.0,43.85714285714285,Siphoviridae,Low-quality,Prevotella,virulent,CHVD
121,7435d856-7051-461d-ad56-02e139784424,,SRS147094_a1_ct19299_vs01,,30,0,31079,31050,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,41389.0,44.27263282514678,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
122,7435d856-7051-461d-ad56-02e139784424,,SRS105100_a1_ct73602_vs01,,30,0,30830,30801,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,33058.0,47.365236856434144,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
123,7435d856-7051-461d-ad56-02e139784424,,SRS104915_a1_ct8085_vs01,,30,0,4620,4649,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,39746.0,43.33517838273034,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
124,7435d856-7051-461d-ad56-02e139784424,,SRS104830_a1_ct32814_vs1,,30,0,54098,54069,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,60148.0,38.16086985435925,Siphoviridae,Medium-quality,Prevotella,virulent,CHVD
125,7435d856-7051-461d-ad56-02e139784424,,SRS104704_a1_ct16072_vs1,,30,0,37634,37605,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43380.0,44.54817888427847,Myoviridae,Medium-quality,Prevotella,virulent,CHVD
126,7435d856-7051-461d-ad56-02e139784424,,SRS050669_a1_ct26560_vs1,,30,0,30424,30395,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,37500.0,45.29866666666666,Siphoviridae,Medium-quality,Prevotella,virulent,CHVD
127,70e1812e-ac7e-4ba7-b187-0647bd8880e8,,SRS149720_a1_ct5229,,29,0,72209,72237,,1.15e-06,58.0,,,,,,,Prevotella intermedia,100.0,78562.0,29.42389450370408,Myoviridae,High-quality,Bacteroides,virulent,CHVD
128,70e1812e-ac7e-4ba7-b187-0647bd8880e8,,IMGVR_UViG_3300045988_154841|3300045988|Ga0495776_003705,,29,1,10601,10573,,0.000281,50.1,,,,,,,Prevotella intermedia,96.552,78177.0,35.033321820995944,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
129,70e1812e-ac7e-4ba7-b187-0647bd8880e8,,SRR7892448_NODE_16_length_33691_cov_57.569241,,29,1,9103,9075,,0.000281,50.1,,,,,,,Prevotella intermedia,96.552,33691.0,30.77379715651064,Caudovirales,Low-quality,Lawsonia intracellularis,virulent,GVD
130,70e1812e-ac7e-4ba7-b187-0647bd8880e8,,MGV-GENOME-0350595,,29,1,10601,10573,,0.000281,50.1,,,,,,,Prevotella intermedia,96.552,78177.0,35.033321820995944,Caudovirales,Complete,Parabacteroides merdae,virulent,MGV
131,15db5642-e1df-4fc5-95f4-411d421bf8aa,,MGV-GENOME-0296411,,30,1,12091,12120,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45730.0,42.47977257817625,Caudovirales,Complete,GCA-900066995,virulent,MGV
132,15db5642-e1df-4fc5-95f4-411d421bf8aa,,IMGVR_UViG_3300045988_115899|3300045988|Ga0495776_015886,,30,1,12091,12120,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45730.0,42.47977257817625,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
133,15db5642-e1df-4fc5-95f4-411d421bf8aa,,SAMEA2737885_b1_ct7,,30,1,20779,20750,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45675.0,42.46743295019157,Caudovirales,High-quality,Prevotella,virulent,CHVD
134,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_3300008493_000282|3300008493|Ga0111009_1000024|65259-113148,,30,0,6746,6717,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,47890.0,42.601795782000416,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
135,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_3300007300_000203|3300007300|Ga0104843_100010|102456-144260,,30,0,6744,6715,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,41805.0,43.1024997009927,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
136,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_3300007297_000173|3300007297|Ga0104793_100023|65320-111091,,30,0,6744,6715,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45772.0,43.07436860963034,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
137,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_2825910664_000001|2825910664|2825910664|1344290-1394369,,30,0,6560,6531,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,50080.0,42.903354632587856,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
138,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_2825903561_000001|2825903561|2825903561|306351-356912,,30,0,9553,9524,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,50562.0,42.911672797753255,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
139,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_3300019477_000053|3300019477|Ga0197716_100017,,30,0,21700,21671,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,58188.0,40.52897504640132,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
140,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_3300007208_000210|3300007208|Ga0103291_100033|38771-86660,,30,0,41145,41174,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,47890.0,42.601795782000416,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
141,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_2874499349_000001|2874499349|2874499349|50467-102037,,30,0,43113,43142,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,51571.0,43.22778305636889,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
142,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_2825927844_000001|2825927844|2825927845|1857532-1908120,,30,0,41037,41066,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,50589.0,42.91842100061278,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
143,f8c5c4a8-3269-46ee-aa2f-a84c4232ebb9,,IMGVR_UViG_7000000366_000092|7000000366|SRS065278_LANL_scaffold_66260,,30,0,39553,39582,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,46720.0,42.63698630136986,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
144,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,MGV-GENOME-0327944,,30,0,41327,41356,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43218.0,43.53278726456569,Caudovirales,High-quality,Bacteroides vulgatus,virulent,MGV
145,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,MGV-GENOME-0353118,,30,0,2704,2675,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,34635.0,43.56575718204129,Caudovirales,Medium-quality,Bacteroides fragilis,virulent,MGV
146,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,MGV-GENOME-0313076,,30,0,33351,33380,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,36792.0,42.59078060447924,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,MGV
147,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,IMGVR_UViG_3300008515_000301|3300008515|Ga0115189_1000030|50311-95502,,30,0,9361,9332,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45192.0,43.11382545583289,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
148,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,IMGVR_UViG_3300008362_000172|3300008362|Ga0115107_100069|27990-68342,,30,0,38813,38842,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,40353.0,43.45897454959978,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
149,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,IMGVR_UViG_3300008636_000155|3300008636|Ga0111420_100085|61064-107867,,30,0,9883,9854,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,46804.0,43.23134774805572,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
150,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,IMGVR_UViG_3300006251_000178|3300006251|Ga0099392_100037|31684-79470,,30,0,37048,37077,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,47787.0,42.81917676355494,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
151,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,IMGVR_UViG_3300007300_000203|3300007300|Ga0104843_100010|102456-144260,,30,0,10189,10160,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,41805.0,43.1024997009927,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
152,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,IMGVR_UViG_3300006459_000203|3300006459|Ga0100222_100062|31656-80797,,30,0,37048,37077,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,49142.0,42.54405600097676,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
153,56dcdb87-30ec-4f42-9ab0-8b9356f87fe6,,IMGVR_UViG_3300006260_000156|3300006260|Ga0099518_100046|52850-98363,,30,0,36068,36097,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45514.0,43.14936063628774,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
154,e0abc04d-a22c-4941-8eaa-39af1f4dbeb8,,IMGVR_UViG_3300045988_058211|3300045988|Ga0495776_132035,,30,0,72122,72151,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,91261.0,32.627299722773145,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
155,e0abc04d-a22c-4941-8eaa-39af1f4dbeb8,,IMGVR_UViG_3300011980_000004|3300011980|Ga0119777_1000092,,30,0,72086,72115,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,96437.0,32.41494447152027,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
156,e0abc04d-a22c-4941-8eaa-39af1f4dbeb8,,MGV-GENOME-0360224,,30,0,72122,72151,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,91261.0,32.627299722773145,,High-quality,Prevotella copri,virulent,MGV
157,e0abc04d-a22c-4941-8eaa-39af1f4dbeb8,,MGV-GENOME-0361688,,30,0,23154,23125,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,93786.0,32.562429360458914,,High-quality,Prevotella copri,virulent,MGV
158,e0abc04d-a22c-4941-8eaa-39af1f4dbeb8,,IMGVR_UViG_3300045988_111820|3300045988|Ga0495776_095849,,30,0,23154,23125,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,93786.0,32.562429360458914,Caudoviricetes,High-quality,Bacteroidaceae,virulent,IMG_VR
159,e0abc04d-a22c-4941-8eaa-39af1f4dbeb8,,SRS098626_a1_ct21772,,30,0,60641,60612,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,98664.0,32.95021487067218,CrAss-like,High-quality,Prevotella,virulent,CHVD
160,33f6a4d0-82f1-4ca1-9944-0ec76e5ccc34,,SRS149690_a1_ct18923_vs1,,30,1,16214,16185,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,20350.0,36.72727272727273,Microviridae,Medium-quality,Prevotella,virulent,CHVD
161,c8e0ee81-7a25-40db-b832-338a8eff2842,,MGV-GENOME-0327944,,30,0,34424,34453,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43218.0,43.53278726456569,Caudovirales,High-quality,Bacteroides vulgatus,virulent,MGV
162,c8e0ee81-7a25-40db-b832-338a8eff2842,,IMGVR_UViG_3300045988_174628|3300045988|Ga0495776_158320,,30,0,34424,34453,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,43218.0,43.53278726456569,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
163,c8e0ee81-7a25-40db-b832-338a8eff2842,,MGV-GENOME-0313076,,30,1,26987,27016,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,36792.0,42.59078060447924,Caudovirales,Medium-quality,Parabacteroides distasonis,virulent,MGV
164,c8e0ee81-7a25-40db-b832-338a8eff2842,,MGV-GENOME-0276554,,30,1,41349,41378,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,41539.0,41.90279014901659,Caudovirales,High-quality,Coprobacillus,virulent,MGV
165,c8e0ee81-7a25-40db-b832-338a8eff2842,,IMGVR_UViG_3300008515_000301|3300008515|Ga0115189_1000030|50311-95502,,30,1,15560,15531,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45192.0,43.11382545583289,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
166,c8e0ee81-7a25-40db-b832-338a8eff2842,,IMGVR_UViG_3300008362_000172|3300008362|Ga0115107_100069|27990-68342,,30,1,32557,32586,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,40353.0,43.45897454959978,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
167,c8e0ee81-7a25-40db-b832-338a8eff2842,,IMGVR_UViG_3300006251_000178|3300006251|Ga0099392_100037|31684-79470,,30,1,30849,30878,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,47787.0,42.81917676355494,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
168,c8e0ee81-7a25-40db-b832-338a8eff2842,,IMGVR_UViG_3300007297_000173|3300007297|Ga0104793_100023|65320-111091,,30,1,16431,16402,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45772.0,43.07436860963034,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
169,c8e0ee81-7a25-40db-b832-338a8eff2842,,IMGVR_UViG_3300006459_000203|3300006459|Ga0100222_100062|31656-80797,,30,1,30849,30878,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,49142.0,42.54405600097676,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
170,c8e0ee81-7a25-40db-b832-338a8eff2842,,IMGVR_UViG_3300006260_000156|3300006260|Ga0099518_100046|52850-98363,,30,1,29665,29694,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45514.0,43.14936063628774,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
171,9146da29-1df4-4088-ac01-647e399a399d,,SAMEA2738138_b1_ct9,,30,0,33349,33320,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45365.0,42.56144604871597,Siphoviridae,High-quality,Prevotella,virulent,CHVD
172,9146da29-1df4-4088-ac01-647e399a399d,,IMGVR_UViG_3300045988_098293|3300045988|Ga0495776_015574,,30,0,24606,24635,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45420.0,42.54953764861295,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
173,9146da29-1df4-4088-ac01-647e399a399d,,MGV-GENOME-0295151,,30,0,24606,24635,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45420.0,42.54953764861295,Caudovirales,Complete,GCA-900066995,virulent,MGV
174,7c9f9317-85b4-4548-92ec-5ea4ef6e713d,,IMGVR_UViG_2825927844_000001|2825927844|2825927845|1857532-1908120,,30,1,48789,48760,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,50589.0,42.91842100061278,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
175,7c9f9317-85b4-4548-92ec-5ea4ef6e713d,,IMGVR_UViG_2825903561_000001|2825903561|2825903561|306351-356912,,30,1,1801,1830,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,50562.0,42.911672797753255,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
176,3a343cbe-4d4f-4fc9-bbda-710957d50cc2,,MGV-GENOME-0296411,,30,1,38663,38692,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45730.0,42.47977257817625,Caudovirales,Complete,GCA-900066995,virulent,MGV
177,3a343cbe-4d4f-4fc9-bbda-710957d50cc2,,IMGVR_UViG_3300045988_115899|3300045988|Ga0495776_015886,,30,1,38663,38692,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45730.0,42.47977257817625,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
178,3a343cbe-4d4f-4fc9-bbda-710957d50cc2,,SAMEA2737885_b1_ct7,,30,1,39882,39853,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,45675.0,42.46743295019157,Caudovirales,High-quality,Prevotella,virulent,CHVD
179,3a343cbe-4d4f-4fc9-bbda-710957d50cc2,,MGV-GENOME-0267287,,30,1,24649,24678,,7.11e-05,52.0,,,,,,,Prevotella intermedia,96.667,39759.0,42.44573555672929,Caudovirales,Medium-quality,GCA-900066995,virulent,MGV
180,97dbafe8-5948-4d40-94a0-82b34feae4bc,,SRS098626_a1_ct21772,,30,0,44767,44738,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,98664.0,32.95021487067218,CrAss-like,High-quality,Prevotella,virulent,CHVD
181,bbcd2a01-db9f-48de-a9df-25e90fcfa1aa,,IMGVR_UViG_3300045988_098293|3300045988|Ga0495776_015574,,30,0,9396,9367,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45420.0,42.54953764861295,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
182,bbcd2a01-db9f-48de-a9df-25e90fcfa1aa,,MGV-GENOME-0295151,,30,0,9396,9367,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45420.0,42.54953764861295,Caudovirales,Complete,GCA-900066995,virulent,MGV
183,bbcd2a01-db9f-48de-a9df-25e90fcfa1aa,,SAMEA2738138_b1_ct9,,30,0,3194,3223,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,45365.0,42.56144604871597,Siphoviridae,High-quality,Prevotella,virulent,CHVD
184,877575b1-c233-4767-9e21-e784379ebdb1,,MGV-GENOME-0230253,,30,0,17378,17349,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,33365.0,47.3849842649483,Caudovirales,Medium-quality,Bacteroides oleiciplenus,virulent,MGV
185,877575b1-c233-4767-9e21-e784379ebdb1,,IMGVR_UViG_3300006678_000010|3300006678|Ga0100058_100198,,30,0,10012,10041,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,56619.0,43.23283703350466,Caudoviricetes,Medium-quality,Prevotella,virulent,IMG_VR
186,877575b1-c233-4767-9e21-e784379ebdb1,,SRS144512_a1_ct20284_vs01,,30,0,10674,10645,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,28879.0,47.65054191627134,Caudovirales,Low-quality,-,virulent,CHVD
187,877575b1-c233-4767-9e21-e784379ebdb1,,SRS143354_a1_ct6378_vs01,,30,0,18556,18527,,2.92e-07,60.0,,,,,,,Prevotella intermedia,100.0,34850.0,46.6829268292683,Caudovirales,Medium-quality,Prevotella,virulent,CHVD
