operon_id,subtype,subtype_score,operon_length,n_crispr,n_spacers,n_tracr,n_cas,n_genes,evalue,gene_name
3300030047@53,VI,VI,8924,1,38,0,3,4,0.0,Cas13b
3300030048@16,VI,VI,9218,1,22,0,2,3,0.0,Cas13b
3300030048@38,VI,VI,5233,1,15,0,2,2,0.0,Cas13b
3300030055@33,VI,VI,9306,1,33,0,4,6,0.0,Cas13b
3300030055@33,VI,VI,9306,1,33,0,4,6,0.0,Cas13b
3300030055@38,VI,VI,6308,1,33,0,2,5,0.0,Cas13b
3300030114@137,VI,VI,5324,1,18,0,2,3,0.0,Cas13b
3300030114@36,VI,VI,4482,1,5,0,2,2,0.0,Cas13b
3300030114@9,VI,VI,4165,1,12,0,1,2,0.0,Cas13b
3300030339@113,VI,VI,7000,1,38,0,2,3,0.0,Cas13b
3300030339@118,VI,VI,5019,1,27,0,1,3,0.0,Cas13b
3300030339@138,VI,VI,7932,1,15,0,3,6,0.0,Cas13b
3300030342@108,VI,VI,8673,1,15,0,3,6,0.0,Cas13b
3300030342@145,VI,VI,4706,1,10,0,2,2,0.0,Cas13b
3300030342@26,VI,VI,4905,1,11,0,2,2,0.0,Cas13b
3300030342@56,VI,VI,5330,1,28,0,1,1,0.0,Cas13b
3300030446@235,VI,VI,4957,1,13,0,2,2,0.0,Cas13b
3300030446@407,VI,VI,4419,1,5,0,1,2,0.0,Cas13b
3300030491@16,VI,VI,5019,1,27,0,1,1,0.0,Cas13b
3300030491@48,VI,VI,5233,1,15,0,2,4,0.0,Cas13b
3300030491@61,VI,VI,5324,1,18,0,2,3,0.0,Cas13b
3300030492@12,VI,VI,5035,1,15,0,2,2,0.0,Cas13b
3300030492@39,VI,VI,7932,1,15,0,3,6,0.0,Cas13b
3300030503@178,VI,VI,4174,1,15,0,1,1,0.0,Cas13b
3300030618@14,VI,VI,4174,1,15,0,1,1,0.0,Cas13b
3300030673@36,VI,VI,4936,1,12,0,2,2,0.0,Cas13b
3300030673@59,VI,VI,4670,1,27,0,1,1,0.0,Cas13b
3300030673@80,VI,VI,7710,1,15,0,3,6,0.0,Cas13b
3300030685@166,VI,VI,5889,1,28,0,2,2,0.0,Cas13b
3300030685@82,VI,VI,5233,1,15,0,2,2,0.0,Cas13b
3300030838@40,VI,VI,5233,1,15,0,2,4,0.0,Cas13b
3300030943@132,VI,VI,4905,1,11,0,2,2,0.0,Cas13b
3300030943@219,VI,VI,5233,1,15,0,2,2,0.0,Cas13b
3300030943@307,VI,VI,4219,1,12,0,1,1,0.0,Cas13b
3300030943@68,VI,VI,5019,1,27,0,1,3,0.0,Cas13b
3300031088@98,VI,VI,4202,1,9,0,1,1,0.0,Cas13b
3300031209@13,VI,VI,4609,1,16,0,1,1,0.0,Cas13b
3300031212@20,VI,VI,5841,1,16,0,2,2,0.0,Cas13b
3300031213@35,VI,VI,4280,1,11,0,1,1,0.0,Cas13b
3300031218@35,VI,VI,4082,1,8,0,1,1,0.0,Cas13b
3300031219@32,VI,VI,4148,1,9,0,1,1,0.0,Cas13b
3300031220@69,VI,VI,3944,1,6,0,1,1,0.0,Cas13b
3300031221@197,VI,VI,4807,1,19,0,1,1,0.0,Cas13b
3300031223@225,VI,VI,4280,1,11,0,1,1,0.0,Cas13b
3300031243@59,VI,VI,3950,1,6,0,1,1,0.0,Cas13b
3300031244@7,VI,VI,5233,1,15,0,2,2,0.0,Cas13b
3300031331@58,VI,VI,3868,1,6,0,1,1,0.0,Cas13b
3300031334@20,VI,VI,4082,1,8,0,1,1,0.0,Cas13b
3300031391@193,VI,VI,4609,1,16,0,1,1,0.0,Cas13b
3300031393@482,VI,VI,4609,1,16,0,1,1,0.0,Cas13b
3300031396@33,VI,VI,4675,1,17,0,1,1,0.0,Cas13b
3300031397@1588,VI,VI,4507,1,19,0,1,1,0.0,Cas13b
3300031521@113,VI,VI,6547,1,38,0,2,2,0.0,Cas13b
3300031521@412,VI,VI,5019,1,27,0,1,1,0.0,Cas13b
3300031521@432,VI,VI,5233,1,15,0,2,2,0.0,Cas13b
3300031521@486,VI,VI,5209,1,20,0,2,2,0.0,Cas13b
3300031521@541,VI,VI,4905,1,11,0,2,2,0.0,Cas13b
3300031555@1315,VI,VI,3673,1,7,0,1,1,0.0,Cas13b
3300031555@2324,VI,VI,4863,1,7,0,2,3,0.0,Cas13b
3300031555@2328,VI,VI,4474,1,6,0,1,1,0.0,Cas13b
3300031643@32,VI,VI,4476,1,10,0,1,2,0.0,Cas13b
3300031645@49,VI,VI,4383,1,3,0,1,2,0.0,Cas13b
3300031657@100,VI,VI,4383,1,3,0,1,2,0.0,Cas13b
3300031684@47,VI,VI,4873,1,20,0,1,1,0.0,Cas13b
3300031722@118,VI,VI,5233,1,15,0,2,2,0.0,Cas13b
3300031722@260,VI,VI,5522,1,20,0,2,2,0.0,Cas13b
3300031722@328,VI,VI,5330,1,28,0,1,1,0.0,Cas13b
3300031722@38,VI,VI,4755,1,23,0,1,3,0.0,Cas13b
3300031834@116,VI,VI,5277,1,19,0,1,3,0.0,Cas13b
3300031867@167,VI,VI,5050,1,4,0,2,5,0.0,Cas13b
3300031918@108,VI,VI,8673,1,15,0,3,6,0.0,Cas13b
3300031918@145,VI,VI,4706,1,10,0,2,2,0.0,Cas13b
3300031918@26,VI,VI,4905,1,11,0,2,2,0.0,Cas13b
3300031918@56,VI,VI,5330,1,28,0,1,1,0.0,Cas13b
3300031992@105,VI,VI,5356,1,17,0,1,3,0.0,Cas13b
3300031992@168,VI,VI,8379,1,36,0,1,3,0.0,Cas13b
3300031993@436,VI,VI,4789,1,7,0,2,2,0.0,Cas13b
3300031993@595,VI,VI,6229,1,11,0,2,2,0.0,Cas13b
3300031994@770,VI,VI,14583,1,32,0,4,8,0.0,Cas13b
3300031998@101,VI,VI,4858,1,8,0,2,2,0.0,Cas13b
3300031998@202,VI,VI,5176,1,6,0,1,2,0.0,Cas13b
3300031998@383,VI,VI,5067,1,10,0,2,2,0.0,Cas13b
3300032007@160,VI,VI,7230,1,12,0,2,5,0.0,Cas13b
3300032007@365,VI,VI,4825,1,12,0,1,1,0.0,Cas13b
3300032007@417,VI,VI,8287,1,19,0,3,4,0.0,Cas13b
3300032030@206,VI,VI,4554,1,9,0,1,1,0.0,Cas13b
3300032030@230,VI,VI,10139,1,16,0,3,6,0.0,Cas13b
3300032030@390,VI,VI,4954,1,6,0,2,2,0.0,Cas13b
3300032030@607,VI,VI,5140,1,15,0,1,2,0.0,Cas13b
3300032038@254,VI,VI,9845,1,5,0,3,4,0.0,Cas13b
3300032167@3248,VI,VI,4474,1,6,0,1,1,0.0,Cas13b
3300032167@3367,VI,VI,3666,1,7,0,1,1,0.0,Cas13b
3300032167@769,VI,VI,4863,1,7,0,2,3,0.0,Cas13b
3300032177@79,VI,VI,4177,1,5,0,1,2,0.0,Cas13b
3300032737@2,VI,VI,7108,1,4,0,2,5,0.0,Cas13b
3300033162@14,VI,VI,4813,1,22,0,1,2,0.0,Cas13b
3300033186@71,VI,VI,3774,1,10,0,1,1,0.0,Cas13b
3300033406@123,VI,VI,6566,1,7,0,2,4,0.0,Cas13b
3300033408@111,VI,VI,5344,1,18,0,2,2,0.0,Cas13b
3300033413@68,VI,VI,5344,1,18,0,2,2,0.0,Cas13b
3300033419@39,VI,VI,5344,1,18,0,2,2,0.0,Cas13b
3300033419@50,VI,VI,3997,1,6,0,1,1,0.0,Cas13b
3300033420@49,VI,VI,4496,1,8,0,1,2,0.0,Cas13b
3300033446@14,VI,VI,4496,1,8,0,1,2,0.0,Cas13b
3300033463@186,VI,VI,6018,1,7,0,2,2,0.0,Cas13b
3300033474@2,VI,VI,7108,1,4,0,2,5,0.0,Cas13b
3300033509@213,VI,VI,3863,1,7,0,1,1,0.0,Cas13b
3300033512@91,VI,VI,7043,1,5,0,3,5,0.0,Cas13b
3300033516@189,VI,VI,4259,1,13,0,1,1,0.0,Cas13b
3300033553@171,VI,VI,5055,1,16,0,2,4,0.0,Cas13b
3300033553@298,VI,VI,4745,1,13,0,1,3,0.0,Cas13b
3300033559@98,VI,VI,3797,1,6,0,1,1,0.0,Cas13b
3300033757@399,VI,VI,3689,1,4,0,1,1,0.0,Cas13b
3300035039@22,VI,VI,4219,1,15,0,1,1,0.0,Cas13b
3300035050@94,VI,VI,4219,1,15,0,1,2,0.0,Cas13b
3300035051@17,VI,VI,4153,1,14,0,1,1,0.0,Cas13b
3300035052@39,VI,VI,4087,1,13,0,1,1,0.0,Cas13b
3300035181@777,VI,VI,4190,1,11,0,1,1,0.0,Cas13b
3300035395@97,VI,VI,4496,1,8,0,1,2,0.0,Cas13b
3300035396@41,VI,VI,4496,1,8,0,1,2,0.0,Cas13b
3300035501@79,VI,VI,8345,1,21,0,4,6,0.0,Cas13b
3300035520@228,VI,VI,9019,1,14,0,4,4,0.0,Cas13b
3300035525@32,VI,VI,7125,1,5,0,2,3,0.0,Cas13b
3300035535@30,VI,VI,7125,1,5,0,2,3,0.0,Cas13b
3300035541@148,VI,VI,2878,1,14,0,1,1,0.0,Cas13b
3300035698@1952,VI,VI,4883,1,13,0,1,3,0.0,Cas13b
3300035698@486,VI,VI,4399,1,13,0,1,1,0.0,Cas13b
3300035698@78,VI,VI,7818,1,15,0,2,5,0.0,Cas13b
3300037010@902,VI,VI,4863,1,9,0,1,4,0.0,Cas13b
3300037264@178,VI,VI,5264,1,22,0,1,2,0.0,Cas13b
3300037274@57,VI,VI,4746,1,14,0,1,2,0.0,Cas13b
3300037311@702,VI,VI,4512,1,9,0,1,2,0.0,Cas13b
3300037322@133,VI,VI,5814,1,23,0,2,2,0.0,Cas13b
3300037322@39,VI,VI,5085,1,23,0,1,2,0.0,Cas13b
3300037332@2,VI,VI,5945,1,25,0,2,2,0.0,Cas13b
3300037400@247,VI,VI,8560,1,35,0,2,2,0.0,Cas13b
3300037455@213,VI,VI,8825,1,5,0,4,5,0.0,Cas13b
3300037462@793,VI,VI,7664,1,52,0,1,4,0.0,Cas13b
3300037472@109,VI,VI,4760,1,7,0,2,2,0.0,Cas13b
3300037826@331,VI,VI,7554,1,5,0,3,4,0.0,Cas13b
3300038439@21,VI,VI,6277,1,9,0,2,4,0.0,Cas13b
3300038762@20,VI,VI,6241,1,9,0,4,5,0.0,Cas13b
3300038762@20,VI,VI,6241,1,9,0,4,5,0.0,Cas13b
3300039333@49,VI,VI,4547,1,10,0,1,2,0.0,Cas13b
3300039340@175,VI,VI,4415,1,8,0,1,2,0.0,Cas13b
3300042876@276,VI,VI,5495,1,20,0,2,3,0.0,Cas13b
3300042971@136,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300043184@1080,VI,VI,4512,1,9,0,1,2,0.0,Cas13b
3300043184@25,VI,VI,6059,1,32,0,1,2,0.0,Cas13b
3300043244@85,VI,VI,6059,1,32,0,1,1,0.0,Cas13b
3300043961@20,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300043962@155,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300044477@173,VI,VI,5660,1,33,0,1,2,0.0,Cas13b
3300044477@86,VI,VI,4636,1,19,0,1,1,0.0,Cas13b
3300044554@77,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300044558@21,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300044559@109,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300044564@118,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300044565@133,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300044658@42,VI,VI,6199,1,10,0,2,4,0.0,Cas13b
3300044673@96,VI,VI,5495,1,20,0,2,2,0.0,Cas13b
3300044712@385,VI,VI,4638,1,6,0,2,2,0.0,Cas13b
3300044712@699,VI,VI,5495,1,20,0,2,2,0.0,Cas13b
3300044712@952,VI,VI,7093,1,44,0,2,3,0.0,Cas13b
3300044819@22,VI,VI,5810,1,22,0,1,3,0.0,Cas13b
3300044940@128,VI,VI,5471,1,24,0,1,1,0.0,Cas13b
3300044941@624,VI,VI,4094,1,3,0,1,1,0.0,Cas13b
3300044993@604,VI,VI,5734,1,28,0,1,2,0.0,Cas13b
3300044994@534,VI,VI,5734,1,28,0,1,3,0.0,Cas13b
3300044998@1458,VI,VI,5734,1,28,0,1,3,0.0,Cas13b
3300045051@127,VI,VI,6237,1,38,0,1,1,0.0,Cas13b
3300045051@137,VI,VI,5495,1,20,0,2,3,0.0,Cas13b
3300045483@261,VI,VI,4879,1,11,0,2,2,0.0,Cas13b
3300045595@190,VI,VI,3704,1,4,0,1,1,0.0,Cas13b
3300045596@67,VI,VI,3902,1,7,0,1,1,0.0,Cas13b
3300045598@128,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300045600@180,VI,VI,3704,1,4,0,1,1,0.0,Cas13b
3300045902@756,VI,VI,5734,1,28,0,1,1,0.0,Cas13b
3300045911@725,VI,VI,5734,1,28,0,1,3,0.0,Cas13b
3300045912@1632,VI,VI,5734,1,28,0,1,1,0.0,Cas13b
3300045921@637,VI,VI,4094,1,3,0,1,1,0.0,Cas13b
3300045922@906,VI,VI,5471,1,24,0,1,1,0.0,Cas13b
3300045972@111,VI,VI,5008,1,14,0,2,2,0.0,Cas13b
3300045988@7557,VI,VI,5252,1,10,0,2,4,0.0,Cas13b
3300046047@129,VI,VI,3836,1,6,0,1,1,0.0,Cas13b
3300046839@203,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300047189@15,VI,VI,4507,1,20,0,1,1,0.0,Cas13b
3300047643@107,VI,VI,3448,1,13,0,1,1,0.0,Cas13b
3300048050@57,VI,VI,6295,1,33,0,1,3,0.0,Cas13b
3300048569@29,VI,VI,4048,1,11,0,1,1,0.0,Cas13b
3300048574@526,VI,VI,6689,1,36,0,2,2,0.0,Cas13b
3300048574@757,VI,VI,4736,1,8,0,2,2,0.0,Cas13b
3300048575@259,VI,VI,5977,1,27,0,2,2,0.0,Cas13b
3300048575@842,VI,VI,6226,1,29,0,2,4,0.0,Cas13b
3300048576@1032,VI,VI,5839,1,28,0,2,4,0.0,Cas13b
3300048576@185,VI,VI,4696,1,21,0,1,1,0.0,Cas13b
3300048576@308,VI,VI,5053,1,13,0,2,2,0.0,Cas13b
3300048576@503,VI,VI,4736,1,8,0,2,3,0.0,Cas13b
3300048576@896,VI,VI,3607,1,5,0,1,2,0.0,Cas13b
3300048577@1014,VI,VI,5713,1,23,0,2,2,0.0,Cas13b
3300048577@439,VI,VI,4736,1,8,0,2,2,0.0,Cas13b
3300048577@756,VI,VI,4762,1,22,0,1,2,0.0,Cas13b
3300048578@207,VI,VI,5119,1,14,0,2,4,0.0,Cas13b
3300048598@108,VI,VI,3607,1,5,0,1,2,0.0,Cas13b
3300048599@1302,VI,VI,4696,1,21,0,1,1,0.0,Cas13b
3300048599@1520,VI,VI,3607,1,5,0,1,1,0.0,Cas13b
3300050124@66,VI,VI,4982,1,13,0,1,3,0.0,Cas13b
3300050334@617,VI,VI,4494,1,10,0,1,2,0.0,Cas13b
3300050587@223,VI,VI,4494,1,10,0,1,2,0.0,Cas13b
3300050821@2409,VI,VI,3352,1,8,0,1,2,0.0,Cas13b
3300051094@134,VI,VI,4936,1,25,0,1,1,0.0,Cas13b
3300051198@389,VI,VI,4384,1,3,0,2,2,0.0,Cas13b
3300051379@219,VI,VI,5493,1,27,0,1,2,0.0,Cas13b
3300051648@99,VI,VI,4163,1,11,0,1,1,0.0,Cas13b
3300053092@23,VI,VI,5231,1,14,0,1,2,0.0,Cas13b
3300053686@45,VI,VI,4341,1,14,0,1,2,0.0,Cas13b
3300054989@190,VI,VI,4120,1,21,0,1,2,0.0,Cas13b
7000000018@5,VI,VI,3950,1,6,0,1,2,0.0,Cas13b
7000000140@22,VI,VI,3597,1,4,0,1,2,0.0,Cas13b
7000000222@3,VI,VI,4068,1,4,0,1,2,0.0,Cas13b
7000000462@12,VI,VI,4058,1,5,0,1,1,0.0,Cas13b
BackhedF_2015@1085,VI,VI,4613,1,9,0,1,2,0.0,Cas13b
BackhedF_2015@1216,VI,VI,4418,1,8,0,1,2,0.0,Cas13b
BackhedF_2015@1299,VI,VI,4415,1,8,0,1,2,0.0,Cas13b
BackhedF_2015@19801,VI,VI,6991,1,9,0,3,3,0.0,Cas13b
BackhedF_2015@2021,VI,VI,6991,1,9,0,3,5,0.0,Cas13b
BackhedF_2015@30416,VI,VI,6763,1,12,0,3,5,0.0,Cas13b
BackhedF_2015@8562,VI,VI,5206,1,20,0,1,2,0.0,Cas13b
BackhedF_2015@9798,VI,VI,4547,1,10,0,1,2,0.0,Cas13b
BritoIL_2016@10031,VI,VI,4004,1,7,0,2,2,0.0,Cas13b
BritoIL_2016@10610,VI,VI,6783,1,12,0,3,5,0.0,Cas13b
BritoIL_2016@12054,VI,VI,6422,1,6,0,2,2,0.0,Cas13b
BritoIL_2016@14771,VI,VI,6260,1,4,0,3,4,0.0,Cas13b
BritoIL_2016@16357,VI,VI,4785,1,8,0,1,2,0.0,Cas13b
BritoIL_2016@16407,VI,VI,4136,1,9,0,2,2,0.0,Cas13b
BritoIL_2016@16836,VI,VI,4137,1,9,0,1,1,0.0,Cas13b
BritoIL_2016@1985,VI,VI,4093,1,7,0,1,1,0.0,Cas13b
BritoIL_2016@22172,VI,VI,6857,1,14,0,3,4,0.0,Cas13b
BritoIL_2016@25292,VI,VI,8353,1,8,0,3,3,0.0,Cas13b
BritoIL_2016@27014,VI,VI,4005,1,7,0,1,1,0.0,Cas13b
BritoIL_2016@27248,VI,VI,6800,1,12,0,3,4,0.0,Cas13b
BritoIL_2016@28490,VI,VI,4209,1,13,0,1,2,0.0,Cas13b
BritoIL_2016@30315,VI,VI,3700,1,9,0,1,2,0.0,Cas13b
BritoIL_2016@30390,VI,VI,6734,1,11,0,3,4,0.0,Cas13b
BritoIL_2016@32235,VI,VI,4467,1,14,0,1,1,0.0,Cas13b
BritoIL_2016@32328,VI,VI,5466,1,12,0,2,3,0.0,Cas13b
BritoIL_2016@33735,VI,VI,6782,1,12,0,3,5,0.0,Cas13b
BritoIL_2016@5099,VI,VI,6322,1,5,0,3,4,0.0,Cas13b
BritoIL_2016@5159,VI,VI,5606,1,4,0,1,2,0.0,Cas13b
BritoIL_2016@5635,VI,VI,4606,1,16,0,1,1,0.0,Cas13b
BritoIL_2016@7437,VI,VI,10799,1,20,0,4,6,0.0,Cas13b
BritoIL_2016@8681,VI,VI,6851,1,13,0,3,4,0.0,Cas13b
BritoIL_2016@9060,VI,VI,6588,1,9,0,3,4,0.0,Cas13b
Castro-NallarE_2015@56,VI,VI,3927,1,5,0,1,2,0.0,Cas13b
Castro-NallarE_2015@97,VI,VI,3583,1,4,0,1,1,0.0,Cas13b
CM_madagascar@6746,VI,VI,6695,1,7,0,4,5,0.0,Cas13b
CM_periimplantitis@1083,VI,VI,4460,1,7,0,1,2,0.0,Cas13b
CM_periimplantitis@1542,VI,VI,4917,1,10,0,1,3,0.0,Cas13b
CM_periimplantitis@1896,VI,VI,4617,1,8,0,1,2,0.0,Cas13b
CM_periimplantitis@1902,VI,VI,4454,1,3,0,1,2,0.0,Cas13b
CM_periimplantitis@1941,VI,VI,4354,1,4,0,1,2,0.0,Cas13b
CM_periimplantitis@2558,VI,VI,4824,1,11,0,2,2,0.0,Cas13b
CM_periimplantitis@2686,VI,VI,5352,1,19,0,2,3,0.0,Cas13b
CM_periimplantitis@2710,VI,VI,4361,1,4,0,2,2,0.0,Cas13b
CM_periimplantitis@2968,VI,VI,4908,1,10,0,1,2,0.0,Cas13b
CM_periimplantitis@3562,VI,VI,5433,1,15,0,1,4,0.0,Cas13b
CM_periimplantitis@3609,VI,VI,5002,1,15,0,1,2,0.0,Cas13b
CM_periimplantitis@3631,VI,VI,4980,1,11,0,1,2,0.0,Cas13b
CM_periimplantitis@403,VI,VI,4618,1,8,0,1,2,0.0,Cas13b
CM_periimplantitis@462,VI,VI,4460,1,7,0,1,2,0.0,Cas13b
CM_periimplantitis@493,VI,VI,5313,1,16,0,1,3,0.0,Cas13b
CM_periimplantitis@711,VI,VI,4508,1,6,0,1,2,0.0,Cas13b
CM_periimplantitis@80,VI,VI,4298,1,5,0,2,3,0.0,Cas13b
CM_periimplantitis@80,VI,VI,4298,1,5,0,2,3,0.0,Cas13b
CM_periimplantitis@878,VI,VI,5313,1,16,0,1,3,0.0,Cas13b
CosteaPI_2017@10203,VI,VI,5252,1,10,0,2,4,0.0,Cas13b
CosteaPI_2017@10818,VI,VI,4209,1,10,0,1,1,0.0,Cas13b
CosteaPI_2017@12823,VI,VI,6526,1,9,0,3,4,0.0,Cas13b
CosteaPI_2017@13360,VI,VI,4476,1,14,0,1,1,0.0,Cas13b
CosteaPI_2017@14178,VI,VI,6521,1,8,0,3,4,0.0,Cas13b
CosteaPI_2017@15521,VI,VI,4538,1,15,0,1,1,0.0,Cas13b
CosteaPI_2017@15688,VI,VI,6402,1,6,0,3,4,0.0,Cas13b
CosteaPI_2017@15757,VI,VI,4475,1,14,0,1,1,0.0,Cas13b
CosteaPI_2017@1666,VI,VI,4408,1,13,0,1,1,0.0,Cas13b
CosteaPI_2017@17058,VI,VI,4408,1,13,0,1,1,0.0,Cas13b
CosteaPI_2017@20482,VI,VI,8147,1,5,0,3,3,0.0,Cas13b
CosteaPI_2017@22853,VI,VI,8511,1,10,0,3,6,0.0,Cas13b
CosteaPI_2017@2494,VI,VI,4538,1,15,0,1,1,0.0,Cas13b
CosteaPI_2017@25559,VI,VI,4538,1,15,0,1,1,0.0,Cas13b
CosteaPI_2017@26311,VI,VI,6578,1,10,0,4,4,0.0,Cas13b
CosteaPI_2017@32329,VI,VI,4538,1,15,0,1,1,0.0,Cas13b
CosteaPI_2017@34230,VI,VI,7345,1,10,0,2,5,0.0,Cas13b
CosteaPI_2017@3562,VI,VI,4538,1,15,0,1,1,0.0,Cas13b
CosteaPI_2017@39032,VI,VI,3946,1,6,0,1,1,0.0,Cas13b
CosteaPI_2017@40947,VI,VI,6455,1,7,0,3,4,0.0,Cas13b
CosteaPI_2017@41109,VI,VI,4747,1,13,0,1,3,0.0,Cas13b
CosteaPI_2017@42304,VI,VI,5117,1,6,0,2,3,0.0,Cas13b
CosteaPI_2017@45976,VI,VI,4541,1,15,0,1,1,0.0,Cas13b
CosteaPI_2017@5243,VI,VI,4473,1,14,0,1,1,0.0,Cas13b
CosteaPI_2017@7115,VI,VI,4539,1,15,0,1,1,0.0,Cas13b
ERZ1024261@18,VI,VI,11320,1,25,0,3,5,0.0,Cas13b
ERZ1024264@51,VI,VI,10480,1,26,0,4,5,0.0,Cas13b
ERZ1024271@383,VI,VI,9210,1,14,0,3,5,0.0,Cas13b
ERZ1024272@53,VI,VI,11412,1,48,0,4,4,0.0,Cas13b
ERZ1024274@122,VI,VI,11320,1,25,0,3,5,0.0,Cas13b
ERZ1024275@336,VI,VI,4548,1,10,0,1,1,0.0,Cas13b
ERZ1024276@667,VI,VI,4611,1,7,0,1,1,0.0,Cas13b
ERZ1024278@786,VI,VI,9210,1,14,0,3,6,0.0,Cas13b
ERZ1024279@7,VI,VI,9210,1,14,0,3,6,0.0,Cas13b
ERZ1024281@526,VI,VI,7518,1,12,0,3,4,0.0,Cas13b
ERZ1024288@160,VI,VI,8223,1,20,0,3,5,0.0,Cas13b
ERZ1024292@344,VI,VI,4613,1,7,0,1,1,0.0,Cas13b
ERZ1024293@356,VI,VI,4633,1,10,0,1,2,0.0,Cas13b
ERZ1024295@348,VI,VI,10035,1,15,0,4,4,0.0,Cas13b
ERZ1024295@528,VI,VI,4359,1,4,0,2,2,0.0,Cas13b
ERZ1024295@528,VI,VI,4359,1,4,0,2,2,0.0,Cas13b
ERZ1024302@115,VI,VI,8749,1,19,0,5,6,0.0,Cas13b
ERZ1024302@324,VI,VI,4633,1,10,0,1,2,0.0,Cas13b
ERZ1026772@125,VI,VI,6727,1,12,0,3,4,0.0,Cas13b
ERZ1026801@205,VI,VI,6529,1,9,0,3,4,0.0,Cas13b
ERZ1026816@2,VI,VI,7698,1,15,0,3,4,0.0,Cas13b
ERZ1026888@29,VI,VI,6924,1,15,0,3,4,0.0,Cas13b
ERZ1026928@1,VI,VI,6615,1,6,0,2,2,0.0,Cas13b
ERZ1026929@19,VI,VI,6682,1,7,0,2,2,0.0,Cas13b
ERZ1026935@62,VI,VI,4880,1,15,0,1,3,0.0,Cas13b
ERZ1026973@15,VI,VI,4547,1,10,0,1,2,0.0,Cas13b
ERZ1029110@1100,VI,VI,5904,1,14,0,1,3,0.0,Cas13b
ERZ1029110@127,VI,VI,8335,1,32,0,2,3,0.0,Cas13b
ERZ1029110@1458,VI,VI,4768,1,11,0,1,1,0.0,Cas13b
ERZ1029110@1645,VI,VI,5473,1,4,0,1,2,0.0,Cas13b
ERZ1029110@184,VI,VI,11308,1,43,0,4,5,0.0,Cas13b
ERZ1029110@267,VI,VI,5383,1,15,0,1,1,0.0,Cas13b
ERZ1029110@274,VI,VI,4081,1,7,0,1,1,0.0,Cas13b
ERZ1029111@1924,VI,VI,8269,1,6,0,5,6,0.0,Cas13b
ERZ1029111@2199,VI,VI,5575,1,9,0,1,2,0.0,Cas13b
ERZ1029111@2425,VI,VI,4727,1,6,0,1,1,0.0,Cas13b
ERZ1029111@2477,VI,VI,10247,1,23,0,4,5,0.0,Cas13b
ERZ1029111@39,VI,VI,4613,1,7,0,1,1,0.0,Cas13b
ERZ1029111@607,VI,VI,5747,1,23,0,1,2,0.0,Cas13b
ERZ1029111@656,VI,VI,9210,1,14,0,3,6,0.0,Cas13b
ERZ1029112@148,VI,VI,5957,1,8,0,2,2,0.0,Cas13b
ERZ1029112@1501,VI,VI,9523,1,13,0,4,5,0.0,Cas13b
ERZ1029112@1670,VI,VI,4844,1,6,0,1,3,0.0,Cas13b
ERZ1029112@1981,VI,VI,11413,1,48,0,4,4,0.0,Cas13b
ERZ1029112@2286,VI,VI,9671,1,10,0,4,4,0.0,Cas13b
ERZ1029112@2647,VI,VI,8856,1,9,0,2,4,0.0,Cas13b
ERZ1029112@303,VI,VI,7177,1,7,0,3,3,0.0,Cas13b
ERZ1029112@3201,VI,VI,8610,1,5,0,4,4,0.0,Cas13b
ERZ1029112@69,VI,VI,8552,1,4,0,3,5,0.0,Cas13b
ERZ1029114@1012,VI,VI,7059,1,9,0,3,4,0.0,Cas13b
ERZ1029114@1013,VI,VI,5244,1,15,0,1,3,0.0,Cas13b
ERZ1029114@1254,VI,VI,7697,1,6,0,3,6,0.0,Cas13b
ERZ1029114@1308,VI,VI,9808,1,17,0,4,5,0.0,Cas13b
ERZ1029114@1363,VI,VI,4768,1,11,0,1,2,0.0,Cas13b
ERZ1029114@1377,VI,VI,7076,1,5,0,3,3,0.0,Cas13b
ERZ1029114@1383,VI,VI,6499,1,8,0,2,2,0.0,Cas13b
ERZ1029114@156,VI,VI,6726,1,5,0,3,3,0.0,Cas13b
ERZ1029114@1767,VI,VI,6974,1,11,0,2,2,0.0,Cas13b
ERZ1029114@1871,VI,VI,6567,1,7,0,2,4,0.0,Cas13b
ERZ1029114@1902,VI,VI,4969,1,4,0,2,2,0.0,Cas13b
ERZ1029114@313,VI,VI,8911,1,5,0,4,4,0.0,Cas13b
ERZ1029114@606,VI,VI,6705,1,19,0,2,2,0.0,Cas13b
ERZ1029114@624,VI,VI,4081,1,7,0,1,1,0.0,Cas13b
ERZ1029114@677,VI,VI,7133,1,7,0,3,4,0.0,Cas13b
ERZ1029114@83,VI,VI,5394,1,5,0,2,3,0.0,Cas13b
ERZ1029115@1046,VI,VI,4724,1,6,0,1,1,0.0,Cas13b
ERZ1029115@1118,VI,VI,4154,1,3,0,1,1,0.0,Cas13b
ERZ1029115@1400,VI,VI,7448,1,6,0,3,6,0.0,Cas13b
