operon_id,gene_name,hmm_name,evalue,score,truncated,length
ERZ964253@6,Cas9,Cas9_c18,0.0,951.5,00,1215
ERZ964255@3,Cas9,Cas9_c2,0.0,1005.5,00,1512
ERZ964256@5,Cas12f,Cas12f_c8,0.0,449.8,00,454
ERZ964258@6,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ964260@1,Cas9,Cas9_c2,0.0,1482.9,01,1306
ERZ964261@11,Cas9,Cas9_c18,0.0,935.7,00,1053
ERZ964261@11,Cas9,Cas9_c18,0.0,181.6,00,124
ERZ964261@18,Cas9,Cas9_c3,0.0,1081.3,00,1130
ERZ964261@2,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ964262@12,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ964263@13,Cas9,Cas9_c18,0.0,951.5,00,1215
ERZ964265@15,Cas9,Cas9_c3,0.0,1057.4,00,1109
ERZ964265@29,Cas9,Cas9_c2,0.0,1318.5,01,1027
ERZ964266@2,Cas12f,Cas12f_c8,0.0,449.8,00,454
ERZ964266@8,Cas12f,Cas12f_c201,7.9e-06,11.8,00,83
ERZ964269@10,Cas9,Cas9_c13,0.0,2328.3,00,1505
ERZ964270@4,Cas12a,Cas12a_c5,0.0,1396.7,00,1260
ERZ964270@9,Cas12f,Cas12f_c10,1.3e-06,13.5,00,64
ERZ964271@7,Cas12f,Cas12f_c6,0.0,331.3,00,379
ERZ964272@31,Cas12f,Cas12f_c214,2.5e-06,14.3,00,150
ERZ964274@1,Cas12f,Cas12f_c8,0.0,417.0,00,430
ERZ964278@22,Cas12a,Cas12a_c5,3.4e-33,101.5,00,159
ERZ964278@22,Cas12a,Cas12a_c5,0.0,1107.1,00,1093
ERZ964280@10,Cas12f,Cas12f_c8,0.0,445.4,00,454
ERZ964280@5,Cas12f,Cas12f_c201,8.6e-06,11.7,00,83
ERZ964280@5,Cas9,Cas9_c18,0.0,560.6,01,475
ERZ964281@5,Cas13d,Cas13d_0_CAS-VI-D,0.0,619.5,00,934
ERZ964281@6,Cas9,Cas9_c2,0.0,1423.0,00,1337
ERZ964285@11,Cas12a,Cas12a_c5,0.0,1307.1,00,1303
ERZ964285@24,Cas9,Cas9_c18,0.0,931.1,00,1212
ERZ964285@6,Cas12f,Cas12f_c8,0.0,445.4,00,454
ERZ964286@1,Cas12f,Cas12f_c201,4e-06,11.8,00,83
ERZ964290@1,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ964291@12,Cas9,Cas9_c13,0.0,2088.4,00,1496
ERZ964292@1,Cas9,Cas9_c13,0.0,2328.3,00,1505
ERZ964293@15,Cas9,Cas9_c3,0.0,1063.2,00,1109
ERZ964293@32,Cas9,Cas9_c3,0.0,1253.2,00,1088
ERZ964293@34,Cas9,Cas9_c11,0.0,1518.9,00,1402
ERZ964293@37,Cas12f,Cas12f_c29,0.0,624.9,00,512
ERZ964293@38,Cas9,Cas9_c18,0.0,1370.2,00,1430
ERZ964293@4,Cas9,Cas9_c3,0.0,1021.0,00,1072
ERZ964293@41,Cas9,Cas9_c2,0.0,1679.4,00,1380
ERZ964293@52,Cas12f,Cas12f_c201,8.4e-06,11.8,00,83
ERZ964293@53,Cas9,Cas9_c18,0.0,746.4,00,576
ERZ964293@53,Cas9,Cas9_c18,0.0,810.6,00,633
ERZ964293@73,Cas12f,Cas12f_c8,0.0,417.0,00,430
ERZ964293@75,Cas9,Cas9_c13,0.0,2026.4,00,1501
ERZ964295@6,Cas12f,Cas12f_c201,4.2e-06,11.8,00,83
ERZ964295@7,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ964297@4,Cas9,Cas9_c4,0.0,1018.2,00,1114
ERZ964298@2,Cas12a,Cas12a_c5,0.0,977.7,00,581
ERZ964298@22,Cas9,Cas9_c49,0.0,1344.1,00,1022
ERZ964298@22,Cas9,Cas9_c49,0.0,318.9,00,386
ERZ964299@32,Cas9,Cas9_c2,1.9e-31,94.5,10,123
ERZ964301@1,Cas9,Cas9_c18,0.0,926.6,00,1203
ERZ964302@11,Cas12a,Cas12a_c5,0.0,1367.6,00,1306
ERZ964302@12,Cas9,Cas9_c2,0.0,1759.1,00,1354
ERZ964303@7,Cas9,Cas9_c13,0.0,2328.3,00,1505
ERZ964304@3,Cas12f,Cas12f_c10,1.1e-06,13.7,00,65
ERZ964305@4,Cas12f,Cas12f_c8,0.0,248.8,00,380
ERZ964309@2,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ964310@1,Cas12f,Cas12f_c214,2.5e-06,14.3,00,150
ERZ964311@4,Cas12a,Cas12a_c5,0.0,1284.8,00,1258
ERZ964312@14,Cas9,Cas9_c13,0.0,2328.3,00,1505
ERZ964315@4,Cas9,Cas9_c2,0.0,1407.1,00,1456
ERZ964318@1,Cas9,Cas9_c11,0.0,1479.1,00,1222
ERZ964320@1,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ964321@1,Cas9,Cas9_c3,0.0,1062.4,00,1105
ERZ964324@6,Cas9,Cas9_c18,0.0,935.7,00,1053
ERZ964324@6,Cas9,Cas9_c18,0.0,181.6,00,124
ERZ964325@7,Cas12a,Cas12a_c5,0.0,1314.2,00,1303
ERZ964326@2,Cas9,Cas9_c18,0.0,935.7,00,1053
ERZ964326@2,Cas9,Cas9_c18,0.0,181.6,00,124
ERZ964327@1,Cas12a,Cas12a_c5,0.0,1537.5,00,1245
ERZ964327@10,Cas9,Cas9_c3,3.6e-19,54.1,01,127
ERZ964329@3,Cas12f,Cas12f_c6,0.0,386.6,00,446
ERZ964329@9,Cas12a,Cas12a_c5,0.0,1314.2,00,1303
ERZ964330@2,Cas12f,Cas12f_c201,4e-06,11.8,00,83
ERZ964330@2,Cas9,Cas9_c18,0.0,619.3,00,518
ERZ964332@1,Cas12a,Cas12a_c5,0.0,1028.4,10,777
ERZ964332@8,Cas12f,Cas12f_c8,0.0,449.8,00,454
ERZ964335@18,Cas9,Cas9_c2,0.0,1759.1,00,1354
ERZ964336@7,Cas12a,Cas12a_c5,0.0,1774.0,00,1306
ERZ964337@18,Cas9,Cas9_c2,0.0,1407.6,00,1462
ERZ963852@12,Cas12f,Cas12f_c8,0.0,445.4,00,454
ERZ963852@26,Cas9,Cas9_c49,0.0,1703.0,00,1402
ERZ963854@5,Cas12a,Cas12a_c5,0.0,1317.4,00,1303
ERZ963857@2,Cas12f,Cas12f_c10,1.3e-06,13.5,00,64
ERZ963857@6,Cas12a,Cas12a_c5,0.0,1396.7,00,1260
ERZ963859@10,Cas9,Cas9_c18,0.0,908.6,00,1209
ERZ963859@4,Cas9,Cas9_c11,0.0,1532.1,00,1391
ERZ963860@26,Cas9,Cas9_c3,0.0,1057.4,00,1109
ERZ963860@8,Cas9,Cas9_c2,0.0,1759.1,00,1354
ERZ963862@1,Cas12f,Cas12f_c8,0.0,449.8,00,454
ERZ963864@1,Cas9,Cas9_c49,0.0,351.4,10,404
ERZ963864@13,Cas9,Cas9_c3,0.0,1080.4,00,1128
ERZ963864@3,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ963864@5,Cas9,Cas9_c18,0.0,926.6,00,1203
ERZ963864@7,Cas9,Cas9_c2,0.0,1165.6,00,1300
ERZ963865@3,Cas9,Cas9_c2,0.0,1005.5,00,1512
ERZ963866@13,Cas12a,Cas12a_c5,0.0,1396.6,00,1264
ERZ963872@1,Cas12a,Cas12a_c5,0.0,1599.7,00,1333
ERZ963873@11,Cas9,Cas9_c2,0.0,1368.2,10,1413
ERZ963873@6,Cas9,Cas9_c3,0.0,1080.4,00,1128
ERZ963875@9,Cas12a,Cas12a_c5,0.0,262.0,01,198
ERZ963882@100,Cas9,Cas9_c3,0.0,1063.2,00,1109
ERZ963882@11,Cas9,Cas9_c18,0.0,1370.2,00,1430
ERZ963882@123,Cas9,Cas9_c3,0.0,1251.5,00,1085
ERZ963882@22,Cas9,Cas9_c18,0.0,808.2,00,632
ERZ963882@22,Cas9,Cas9_c18,8.8e-28,85.7,01,143
ERZ963882@26,Cas9,Cas9_c3,0.0,1021.0,00,1072
ERZ963882@76,Cas9,Cas9_c2,0.0,1679.4,00,1380
ERZ963882@8,Cas12f,Cas12f_c8,0.0,417.0,00,430
ERZ963882@91,Cas9,Cas9_c11,0.0,1519.0,00,1394
ERZ963883@30,Cas9,Cas9_c3,0.0,1064.6,00,1144
ERZ963883@6,Cas12a,Cas12a_c5,0.0,1107.1,00,1093
ERZ963883@6,Cas12a,Cas12a_c5,3.4e-33,101.5,00,159
ERZ963885@1,Cas12c,Cas12c_c103,2.4e-07,14.6,00,187
ERZ963885@20,Cas9,Cas9_c13,0.0,286.1,00,265
ERZ963885@20,Cas9,Cas9_c13,0.0,1881.9,00,1233
ERZ963885@21,Cas9,Cas9_c18,0.0,944.0,00,1217
ERZ963885@57,Cas12a,Cas12a_c5,0.0,1317.4,00,1303
ERZ963885@9,Cas13b,Cas13b_1_CAS-VI-B,0.0,758.0,00,1092
ERZ963887@3,Cas9,Cas9_c11,0.0,1460.2,00,1374
ERZ963889@1,Cas12a,Cas12a_c5,0.0,1352.6,01,987
ERZ963891@11,Cas13d,Cas13d_0_CAS-VI-D,0.0,261.2,01,333
ERZ963892@1,Cas9,Cas9_c18,0.0,741.9,00,570
ERZ963892@1,Cas9,Cas9_c18,0.0,745.1,00,638
ERZ963892@3,Cas12f,Cas12f_c201,4.3e-06,11.7,00,83
ERZ963894@11,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ963895@4,Cas9,Cas9_c2,0.0,1407.1,00,1456
ERZ963899@21,Cas12f,Cas12f_c6,6.9e-14,38.5,00,67
ERZ963899@21,Cas9,Cas9_c4,0.0,1017.3,00,1114
ERZ963900@18,Cas9,Cas9_c13,0.0,2100.4,00,1496
ERZ963900@28,Cas12f,Cas12f_c8,0.0,439.0,00,454
ERZ963902@1,Cas9,Cas9_c3,0.0,1069.2,00,1105
ERZ963904@1,Cas9,Cas9_c2,0.0,1408.3,00,1463
ERZ963905@10,Cas9,Cas9_c2,0.0,1386.5,00,1426
ERZ963905@23,Cas12f,Cas12f_c8,0.0,449.8,00,454
ERZ963905@27,Cas9,Cas9_c18,0.0,931.1,00,1212
ERZ963906@22,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ963906@27,Cas12a,Cas12a_c5,0.0,1309.4,00,1303
ERZ963906@28,Cas12f,Cas12f_c8,0.0,445.4,00,454
ERZ963908@4,Cas9,Cas9_c18,0.0,933.0,01,748
ERZ963908@7,Cas12f,Cas12f_c8,0.0,439.0,00,454
ERZ963908@8,Cas9,Cas9_c18,0.0,912.0,00,1213
ERZ963914@11,Cas12a,Cas12a_c5,0.0,1367.6,00,1306
ERZ963914@21,Cas9,Cas9_c3,0.0,1182.1,00,1075
ERZ963914@43,Cas9,Cas9_c2,0.0,1362.4,00,1426
ERZ963917@11,Cas12a,Cas12a_c5,0.0,1740.9,00,1307
ERZ963917@2,Cas12f,Cas12f_c8,0.0,439.0,00,454
ERZ963920@12,Cas12a,Cas12a_c5,0.0,1107.1,00,1093
ERZ963920@12,Cas12a,Cas12a_c5,3.4e-33,101.5,00,159
ERZ963921@12,Cas9,Cas9_c3,0.0,1069.2,00,1105
ERZ963921@30,Cas9,Cas9_c2,0.0,1277.7,00,1401
ERZ963921@8,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ963923@21,Cas9,Cas9_c3,0.0,1090.4,00,1131
ERZ963923@29,Cas12f,Cas12f_c201,8.4e-06,11.8,00,83
ERZ963923@3,Cas12f,Cas12f_c8,0.0,417.0,00,430
ERZ963924@11,Cas9,Cas9_c3,0.0,1069.2,00,1105
ERZ963924@12,Cas9,Cas9_c2,0.0,1277.7,00,1401
ERZ963925@10,Cas12a,Cas12a_c5,0.0,1396.7,00,1260
ERZ963925@2,Cas12f,Cas12f_c10,1.3e-06,13.5,00,64
ERZ963928@22,Cas9,Cas9_c13,0.0,2328.3,00,1505
ERZ963930@6,Cas9,Cas9_c13,0.0,2328.3,00,1505
ERZ963932@1,Cas9,Cas9_c18,0.0,932.8,00,865
ERZ963932@12,Cas12f,Cas12f_c201,4e-06,11.8,00,83
ERZ963934@4,Cas12f,Cas12f_c8,0.0,449.8,00,454
ERZ963934@6,Cas12f,Cas12f_c201,7.9e-06,11.8,00,83
ERZ963938@1,Cas12f,Cas12f_c201,4.2e-06,11.8,00,83
ERZ963939@6,Cas9,Cas9_c3,0.0,723.2,00,688
ERZ963939@6,Cas9,Cas9_c3,0.0,290.9,00,421
ERZ963939@7,Cas9,Cas9_c2,0.0,1367.6,00,1421
ERZ963941@20,Cas9,Cas9_c49,0.0,1344.1,00,1022
ERZ963941@20,Cas9,Cas9_c49,0.0,318.9,00,386
ERZ963941@21,Cas12a,Cas12a_c5,0.0,969.3,00,562
ERZ963943@2,Cas9,Cas9_c18,0.0,935.7,00,1053
ERZ963943@2,Cas9,Cas9_c18,0.0,181.6,00,124
ERZ963943@9,Cas9,Cas9_c3,0.0,1081.3,00,1130
ERZ963946@1,Cas9,Cas9_c18,0.0,923.1,00,1212
ERZ963946@7,Cas12f,Cas12f_c6,0.0,347.5,00,380
ERZ963948@5,Cas9,Cas9_c49,0.0,1661.9,00,1414
ERZ963949@21,Cas9,Cas9_c18,0.0,931.1,00,1212
ERZ963949@25,Cas12f,Cas12f_c8,0.0,445.4,00,454
ERZ963950@7,Cas9,Cas9_c18,0.0,928.5,00,1215
ERZ963954@2,Cas12f,Cas12f_c8,0.0,445.4,00,454
ERZ963955@9,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ963958@3,Cas12f,Cas12f_c6,0.0,331.3,00,379
ERZ963959@2,Cas9,Cas9_c18,0.0,926.6,00,1203
ERZ963960@10,Cas9,Cas9_c49,0.0,1718.5,00,1407
ERZ963960@8,Cas9,Cas9_c18,0.0,948.8,00,1213
ERZ963961@1,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ963961@2,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ963962@14,Cas9,Cas9_c49,0.0,1703.0,00,1402
ERZ963963@106,Cas12a,Cas12a_c5,0.0,1745.0,00,1307
ERZ963963@28,Cas9,Cas9_c49,0.0,1718.5,00,1407
ERZ963963@32,Cas12f,Cas12f_c8,0.0,445.4,00,454
ERZ963963@37,Cas9,Cas9_c2,0.0,1687.3,00,1384
ERZ963963@76,Cas9,Cas9_c2,6.3e-08,17.6,10,58
ERZ963963@92,Cas12a,Cas12a_c5,0.0,1307.1,00,1303
ERZ963964@4,Cas12a,Cas12a_c5,0.0,903.2,01,758
ERZ963967@1,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ963967@2,Cas9,Cas9_c13,0.0,1353.9,00,1027
ERZ963967@2,Cas9,Cas9_c13,0.0,163.4,01,127
ERZ963968@8,Cas9,Cas9_c49,0.0,318.9,00,386
ERZ963968@8,Cas9,Cas9_c49,0.0,1344.1,00,1022
ERZ963970@29,Cas12f,Cas12f_c6,0.0,299.0,00,387
ERZ963970@29,Cas12f,Cas12f_c214,0.0,157.0,00,217
ERZ963970@29,Cas9,Cas9_c3,0.0,1058.2,00,1119
ERZ963972@1,Cas9,Cas9_c3,0.0,1089.6,00,1131
ERZ963973@20,Cas9,Cas9_c2,0.0,1759.1,00,1354
ERZ963974@24,Cas9,Cas9_c49,0.0,1177.1,00,1004
ERZ963974@24,Cas9,Cas9_c49,0.0,507.3,00,387
ERZ963974@3,Cas9,Cas9_c3,0.0,1065.5,00,1109
ERZ963975@1,Cas9,Cas9_c13,0.0,2100.4,00,1496
ERZ963975@11,Cas12a,Cas12a_c5,0.0,1303.4,00,1303
ERZ963975@13,Cas12a,Cas12a_c5,0.0,1774.0,00,1306
ERZ963975@22,Cas12f,Cas12f_c8,0.0,439.0,00,454
ERZ963977@12,Cas9,Cas9_c18,0.0,932.5,01,1203
ERZ963977@6,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ963978@2,Cas12f,Cas12f_c201,4.3e-06,11.7,00,83
ERZ963978@3,Cas9,Cas9_c18,0.0,745.1,00,638
ERZ963978@3,Cas9,Cas9_c18,0.0,741.9,00,570
ERZ963979@22,Cas9,Cas9_c3,0.0,1184.1,00,1075
ERZ963980@11,Cas13b,Cas13b_1_CAS-VI-B,0.0,758.0,00,1092
ERZ963979@41,Cas12a,Cas12a_c5,0.0,1367.6,00,1306
ERZ963979@42,Cas9,Cas9_c3,0.0,1058.2,00,1119
ERZ963979@7,Cas9,Cas9_c2,0.0,1362.4,00,1426
ERZ963980@55,Cas9,Cas9_c18,0.0,944.0,00,1217
ERZ963980@60,Cas12a,Cas12a_c5,0.0,1317.4,00,1303
ERZ963980@71,Cas12c,Cas12c_c103,2.4e-07,14.6,00,187
ERZ963980@73,Cas9,Cas9_c13,0.0,286.1,00,265
ERZ963980@73,Cas9,Cas9_c13,0.0,1881.9,00,1233
ERZ963984@1,Cas12a,Cas12a_c5,0.0,1379.5,00,1272
ERZ963984@12,Cas12a,Cas12a_c5,0.0,1444.3,00,1335
ERZ963985@10,Cas12f,Cas12f_c10,2.5e-06,13.5,00,64
ERZ963985@16,Cas9,Cas9_c18,6.3e-29,86.5,00,124
ERZ963986@14,Cas9,Cas9_c3,0.0,1083.5,00,1130
ERZ963987@10,Cas9,Cas9_c3,0.0,1062.3,00,1144
ERZ963987@3,Cas12a,Cas12a_c5,0.0,1532.7,00,1219
ERZ963988@1,Cas9,Cas9_c3,0.0,1069.2,00,1105
ERZ963988@12,Cas9,Cas9_c2,0.0,1277.7,00,1401
ERZ963989@2,Cas9,Cas9_c18,0.0,948.7,00,1213
ERZ963990@15,Cas12a,Cas12a_c5,0.0,1303.4,00,1303
ERZ963990@2,Cas12a,Cas12a_c5,0.0,1774.0,00,1306
ERZ963990@20,Cas12f,Cas12f_c8,0.0,439.0,00,454
ERZ963990@8,Cas9,Cas9_c13,0.0,1751.7,10,1277
ERZ963991@6,Cas9,Cas9_c18,0.0,948.7,00,1213
ERZ963993@3,Cas9,Cas9_c13,0.0,2328.3,00,1505
ERZ963994@5,Cas9,Cas9_c18,0.0,931.1,00,1212
ERZ963994@7,Cas12f,Cas12f_c6,0.0,256.2,00,422
ERZ963994@7,Cas12a,Cas12a_c5,0.0,1277.9,00,1264
ERZ963995@2,Cas12a,Cas12a_c5,0.0,1396.7,00,1260
ERZ964000@1,Cas9,Cas9_c2,0.0,1407.1,00,1456
ERZ964001@8,Cas9,Cas9_c2,0.0,1759.1,00,1354
ERZ964002@1,Cas9,Cas9_c2,0.0,1408.3,00,1463
ERZ964003@4,Cas9,Cas9_c2,0.0,1403.3,00,1456
ERZ964005@1,Cas9,Cas9_c2,0.0,173.5,10,269
ERZ964005@4,Cas9,Cas9_c2,0.0,1407.3,00,1456
ERZ964006@14,Cas9,Cas9_c13,0.0,2100.4,00,1496
ERZ964006@2,Cas12f,Cas12f_c8,0.0,439.0,00,454
ERZ964006@5,Cas12a,Cas12a_c5,0.0,1774.0,00,1306
ERZ964007@13,Cas12a,Cas12a_c5,0.0,1316.2,00,1303
ERZ964008@1,Cas9,Cas9_c2,0.0,1241.0,00,1559
ERZ964008@6,Cas12a,Cas12a_c5,0.0,417.2,00,377
ERZ964008@6,Cas12a,Cas12a_c5,0.0,1422.2,00,887
ERZ964009@1,Cas9,Cas9_c18,0.0,743.5,00,570
ERZ964009@1,Cas9,Cas9_c18,0.0,745.1,00,638
ERZ964013@5,Cas12f,Cas12f_c201,4e-06,11.8,00,83
ERZ964017@4,Cas12f,Cas12f_c201,4e-06,11.8,00,83
ERZ964018@2,Cas9,Cas9_c2,0.0,1408.3,00,1463
ERZ964019@11,Cas12a,Cas12a_c5,0.0,1309.4,00,1303
ERZ964019@13,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ964019@13,Cas12f,Cas12f_c201,4.2e-06,11.8,00,83
ERZ964020@7,Cas9,Cas9_c13,0.0,2088.4,00,1496
ERZ964023@6,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ964027@1,Cas9,Cas9_c3,0.0,1061.7,00,1105
ERZ964027@11,Cas9,Cas9_c3,0.0,1090.3,00,1131
ERZ964027@16,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ964031@13,Cas9,Cas9_c2,0.0,1165.6,00,1300
ERZ964031@6,Cas9,Cas9_c3,0.0,1080.4,00,1128
ERZ964031@8,Cas9,Cas9_c18,0.0,926.6,00,1203
ERZ964031@9,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ964033@117,Cas9,Cas9_c18,0.0,925.3,00,1212
ERZ964033@30,Cas12a,Cas12a_c5,0.0,1392.8,00,1264
ERZ964035@17,Cas12f,Cas12f_c214,7.9e-09,20.3,00,195
ERZ964036@20,Cas9,Cas9_c11,0.0,1481.0,00,1428
ERZ964036@20,Cas12f,Cas12f_c200,1.4e-08,20.0,00,269
ERZ964039@11,Cas9,Cas9_c49,0.0,318.9,00,386
ERZ964039@11,Cas9,Cas9_c49,0.0,1344.1,00,1022
ERZ964039@13,Cas12a,Cas12a_c5,0.0,969.3,00,562
ERZ964042@16,Cas9,Cas9_c49,0.0,1703.0,00,1402
ERZ964045@1,Cas9,Cas9_c2,0.0,1407.1,00,1456
ERZ964047@1,Cas9,Cas9_c2,0.0,1081.4,10,1145
ERZ964047@4,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ964047@6,Cas9,Cas9_c18,0.0,926.6,00,1203
ERZ964047@9,Cas9,Cas9_c18,0.0,932.5,00,1203
ERZ964049@1,Cas9,Cas9_c2,0.0,340.7,10,470
ERZ964049@13,Cas9,Cas9_c11,0.0,1456.0,00,1374
ERZ964049@17,Cas12m,Cas12m_c9,1.8e-07,15.7,00,157
ERZ964049@19,Cas9,Cas9_c2,0.0,1404.8,00,1463
ERZ964050@5,Cas9,Cas9_c2,0.0,1409.6,00,1455
ERZ964051@1,Cas12a,Cas12a_c5,0.0,1564.2,00,1324
ERZ964052@6,Cas9,Cas9_c18,0.0,942.1,00,1065
ERZ964053@5,Cas12a,Cas12a_c5,0.0,1314.2,00,1303
ERZ964055@3,Cas12f,Cas12f_c10,2.1e-06,13.8,01,57
ERZ964055@6,Cas12f,Cas12f_c8,0.0,439.0,00,454
ERZ964056@2,Cas9,Cas9_c3,0.0,1057.4,00,1109
ERZ964058@5,Cas12f,Cas12f_c201,4e-06,11.8,00,83
ERZ964058@8,Cas12f,Cas12f_c10,7.1e-07,14.3,00,65
ERZ964059@3,Cas12f,Cas12f_c8,0.0,445.4,00,454
ERZ964061@6,Cas9,Cas9_c18,0.0,741.9,00,570
ERZ964059@6,Cas9,Cas9_c18,0.0,931.1,00,1212
ERZ964061@5,Cas12f,Cas12f_c201,4.2e-06,11.8,00,83
ERZ964061@6,Cas9,Cas9_c18,0.0,745.1,00,638
ERZ964062@4,Cas9,Cas9_c3,0.0,1083.5,00,1130
ERZ964063@1,Cas9,Cas9_c18,0.0,181.6,00,124
ERZ964063@1,Cas9,Cas9_c18,0.0,935.7,00,1053
ERZ964067@8,Cas12f,Cas12f_c8,0.0,439.0,00,454
ERZ964069@4,Cas9,Cas9_c13,0.0,2328.3,00,1505
ERZ964071@1,Cas9,Cas9_c49,0.0,1718.5,00,1407
ERZ964071@2,Cas9,Cas9_c3,0.0,913.2,00,1049
ERZ964073@19,Cas12a,Cas12a_c5,0.0,1398.4,00,1264
ERZ964076@14,Cas12f,Cas12f_c214,7.9e-09,20.3,00,195
ERZ964078@19,Cas9,Cas9_c18,0.0,908.6,00,1209
ERZ964080@6,Cas9,Cas9_c2,0.0,1366.3,00,1421
ERZ964361@132,Cas9,Cas9_c2,0.0,368.1,01,377
ERZ964361@133,Cas9,Cas9_c2,0.0,1390.5,00,1348
ERZ964361@149,Cas9,Cas9_c3,0.0,1093.8,00,1090
ERZ964361@154,Cas9,Cas9_c3,0.0,1229.2,00,1114
ERZ964361@162,Cas9,Cas9_c2,0.0,1552.5,00,1367
ERZ964361@189,Cas9,Cas9_c2,0.0,1734.9,00,1359
ERZ964361@198,Cas9,Cas9_c2,0.0,1606.0,00,1363
ERZ964361@212,Cas9,Cas9_c4,0.0,1218.7,00,1071
ERZ964361@213,Cas9,Cas9_c2,0.0,1372.2,00,1373
ERZ964361@234,Cas12f,Cas12f_c214,1.5e-07,17.0,00,193
ERZ964361@245,Cas12f,Cas12f_c8,0.0,296.4,00,406
ERZ964361@259,Cas9,Cas9_c18,0.0,896.1,00,1217
ERZ964361@259,Cas12f,Cas12f_c201,4.2e-06,11.8,00,83
ERZ964361@267,Cas12a,Cas12a_c5,0.0,1308.7,00,1303
ERZ964361@268,Cas9,Cas9_c3,0.0,909.7,00,988
ERZ964361@282,Cas9,Cas9_c4,0.0,792.7,00,1154
ERZ964361@297,Cas9,Cas9_c3,0.0,1244.9,00,1101
ERZ964361@314,Cas9,Cas9_c2,0.0,1577.7,00,1351
ERZ964361@320,Cas9,Cas9_c2,0.0,1619.3,00,1356
ERZ964361@322,Cas12a,Cas12a_c5,0.0,1504.4,00,1232
ERZ964361@327,Cas9,Cas9_c2,0.0,1449.8,00,1373
ERZ964361@39,Cas9,Cas9_c3,0.0,909.0,00,991
ERZ964361@44,Cas12f,Cas12f_c214,3e-09,22.6,00,196
ERZ964361@71,Cas9,Cas9_c2,0.0,1527.0,00,1356
ERZ964361@83,Cas12c,Cas12c_c103,2.4e-07,14.5,00,306
ERZ964361@89,Cas13d,Cas13d_0_CAS-VI-D,0.0,917.3,00,920
ERZ964361@9,Cas9,Cas9_c18,0.0,929.0,00,1209
ERZ964361@95,Cas9,Cas9_c2,0.0,786.7,10,815
ERZ964362@115,Cas9,Cas9_c13,0.0,2142.7,00,1513
ERZ964362@12,Cas9,Cas9_c13,0.0,2186.7,00,1517
ERZ964362@129,Cas12a,Cas12a_c5,0.0,1207.3,00,1326
ERZ943759@87,Cas9,Cas9_0_II-D,4.8e-12,32.6,00,151
ERZ964362@138,Cas9,Cas9_c18,0.0,920.4,00,1201
ERZ964362@163,Cas9,Cas9_c18,0.0,895.8,00,1220
ERZ964362@177,Cas9,Cas9_c18,0.0,951.5,00,1215
ERZ964362@178,Cas12a,Cas12a_c5,0.0,1169.3,00,1312
ERZ964362@191,Cas9,Cas9_c3,0.0,930.6,00,1064
ERZ964362@194,Cas9,Cas9_c18,0.0,1259.7,00,1466
ERZ964364@94,Cas12a,Cas12a_c5,0.0,185.6,00,180
ERZ964362@207,Cas12f,Cas12f_c8,0.0,452.2,00,454
ERZ964362@210,Cas9,Cas9_c18,0.0,879.9,00,1218
ERZ964362@46,Cas9,Cas9_c2,0.0,976.6,01,957
ERZ964362@34,Cas9,Cas9_c13,0.0,2043.5,00,1525
ERZ964362@89,Cas9,Cas9_c3,0.0,874.4,00,1000
ERZ964363@108,Cas12a,Cas12a_c5,0.0,1563.1,00,1348
ERZ964363@117,Cas12a,Cas12a_c5,0.0,1505.3,00,1221
ERZ964363@125,Cas13d,Cas13d_0_CAS-VI-D,0.0,429.5,00,1126
ERZ964363@128,Cas12a,Cas12a_c5,0.0,1673.7,00,1259
ERZ964363@136,Cas9,Cas9_c2,0.0,1547.9,00,1361
ERZ964363@136,Cas12f,Cas12f_c134,7.6e-32,98.0,00,159
ERZ964363@14,Cas9,Cas9_c3,0.0,907.8,00,991
ERZ964363@145,Cas13b,Cas13b_1_CAS-VI-B,0.0,570.6,00,1125
ERZ964363@168,Cas9,Cas9_c13,0.0,2061.2,00,1544
ERZ964363@169,Cas9,Cas9_c18,1.49995e-41,132.3,10,95
ERZ964363@169,Cas9,Cas9_c18,0.0,927.2,00,1090
ERZ964363@171,Cas9,Cas9_c13,0.0,2125.6,00,1563
