sequence_id,spacerhost,phage_id,pident,algn_length,mismatch,gapopen,phagestart,phageend,phagelength,evalue,bitscore,phagecg,phagetaxonomy,completeness,phagehost,lifestyle,phagesource
GCA_025907515.1@11_25,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,96.667,30,1,0,35510,35481,38967,7.11e-05,52.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_900157295.1@15_6,Porphyromonas gingivalis,TemPhD_cluster_59316,96.667,30,1,0,31029,31058,47858,7.11e-05,52.0,48.44122194826361,Caudovirales,High-quality,Porphyromonas gingivalis,temperate,TEMPHD
GCA_900157295.1@15_2,Porphyromonas gingivalis,MGV-GENOME-0272237,96.667,30,1,0,23272,23243,35387,7.11e-05,52.0,48.2013168677763,Caudovirales,Medium-quality,Ruminiclostridium siraeum,temperate,MGV
GCA_022180405.1@17_30,Capnocytophaga canimorsus,IMGVR_UViG_2808606708_000003|2808606708|2808644140|2311449-2360487,100.0,30,0,0,1540,1511,49039,2.92e-07,60.0,44.50947205285589,Caudoviricetes,High-quality,Tannerella forsythia,temperate,IMG_VR
GCA_002529205.1@6_6,Porphyromonas gingivalis,IMGVR_UViG_2858652038_000001|2858652038|2858652105|9513-66683,96.667,30,1,0,43822,43793,57171,7.11e-05,52.0,51.34596211365903,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002899825.2@8_3,Chryseobacterium phosphatilyticum,IMGVR_UViG_2889290771_000001|2889290771|2889290771|2137926-2188246,100.0,29,0,0,35492,35464,50321,1.15e-06,58.0,34.234216331153995,Caudoviricetes,High-quality,Chryseobacterium culicis A,temperate,IMG_VR
GCA_002899825.2@8_4,Chryseobacterium phosphatilyticum,IMGVR_UViG_2859310504_000001|2859310504|2859310504|2213228-2301002,100.0,30,0,0,40599,40570,87775,2.92e-07,60.0,31.55454286528055,Caudoviricetes,High-quality,Chryseobacterium lactis,temperate,IMG_VR
GCA_002899825.2@8_4,Chryseobacterium phosphatilyticum,IMGVR_UViG_2847593706_000001|2847593706|2847593706|98350-184492,100.0,30,0,0,40599,40570,86143,2.92e-07,60.0,31.58701229351195,Caudoviricetes,High-quality,Chryseobacterium lactis,temperate,IMG_VR
GCA_002899825.2@8_6,Chryseobacterium phosphatilyticum,IMGVR_UViG_2562617092_000001|2562617092|2562625208|145008-194461,100.0,29,0,0,37669,37641,49454,1.15e-06,58.0,34.74137582399806,Caudoviricetes,High-quality,Chryseobacterium gleum,temperate,IMG_VR
GCA_023148185.1@27_4,Prevotella intermedia,IMGVR_UViG_3300008150_000415|3300008150|Ga0114319_1000014|33251-90707,100.0,30,0,0,52112,52083,57457,2.92e-07,60.0,42.18981151121709,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
GCA_023148185.1@27_4,Prevotella intermedia,IMGVR_UViG_2903635032_000001|2903635032|2903635065,100.0,30,0,0,54227,54198,56266,2.92e-07,60.0,42.519461131056055,Caudoviricetes,High-quality,Prevotella intermedia,virulent,IMG_VR
GCA_023148185.1@27_4,Prevotella intermedia,IMGVR_UViG_2874429018_000001|2874429018|2874429019|243313-306293,100.0,30,0,0,5268,5297,62981,2.92e-07,60.0,42.07300614471031,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
GCA_023148185.1@27_4,Prevotella intermedia,IMGVR_UViG_2876634834_000005|2876634834|2876634836|16788-78134,100.0,30,0,0,4801,4830,61347,2.92e-07,60.0,42.73721616378959,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
GCA_023148185.1@27_6,Prevotella intermedia,SAMEA2738138_b1_ct9,93.333,30,2,0,1196,1167,45365,0.017,44.1,42.56144604871597,Siphoviridae,High-quality,Prevotella,virulent,CHVD
GCA_023148185.1@27_6,Prevotella intermedia,IMGVR_UViG_3300045988_098293|3300045988|Ga0495776_015574,93.333,30,2,0,11394,11423,45420,0.017,44.1,42.54953764861295,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
GCA_023148185.1@27_7,Prevotella intermedia,MGV-GENOME-0296411,96.667,30,1,0,5992,5963,45730,7.11e-05,52.0,42.47977257817625,Caudovirales,Complete,GCA-900066995,virulent,MGV
GCA_023148185.1@27_7,Prevotella intermedia,SAMEA2737885_b1_ct7,96.667,30,1,0,26878,26907,45675,7.11e-05,52.0,42.46743295019157,Caudovirales,High-quality,Prevotella,virulent,CHVD
GCA_023148185.1@27_7,Prevotella intermedia,MGV-GENOME-0267287,96.667,30,1,0,37654,37625,39759,7.11e-05,52.0,42.44573555672929,Caudovirales,Medium-quality,GCA-900066995,virulent,MGV
GCA_023148185.1@27_9,Prevotella intermedia,IMGVR_UViG_3300045988_178931|3300045988|Ga0495776_167706,100.0,29,0,0,12699,12671,32660,1.15e-06,58.0,35.1837109614207,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
GCA_023148185.1@27_9,Prevotella intermedia,MGV-GENOME-0157582,100.0,29,0,0,19678,19706,21495,1.15e-06,58.0,35.27797162130728,Caudovirales,Medium-quality,Turicibacter sanguinis,temperate,MGV
GCA_023148185.1@27_11,Prevotella intermedia,uvig_217930,96.667,30,1,0,1462,1491,11328,7.11e-05,52.0,33.78354519774011,Caudovirales,Low-quality,Lactobacillus apodemi,virulent,GPD
GCA_023148185.1@27_11,Prevotella intermedia,MGV-GENOME-0157582,96.667,30,1,0,10969,10940,21495,7.11e-05,52.0,35.27797162130728,Caudovirales,Medium-quality,Turicibacter sanguinis,temperate,MGV
GCA_002797155.1@16_3,Prevotella intermedia,MGV-GENOME-0296411,96.667,30,1,0,38692,38663,45730,7.11e-05,52.0,42.47977257817625,Caudovirales,Complete,GCA-900066995,virulent,MGV
GCA_002797155.1@16_3,Prevotella intermedia,SAMEA2737885_b1_ct7,96.667,30,1,0,39853,39882,45675,7.11e-05,52.0,42.46743295019157,Caudovirales,High-quality,Prevotella,virulent,CHVD
GCA_002797155.1@16_3,Prevotella intermedia,MGV-GENOME-0267287,96.667,30,1,0,24678,24649,39759,7.11e-05,52.0,42.44573555672929,Caudovirales,Medium-quality,GCA-900066995,virulent,MGV
GCA_002797155.1@16_4,Prevotella intermedia,MGV-GENOME-0296411,100.0,30,0,0,1127,1098,45730,2.92e-07,60.0,42.47977257817625,Caudovirales,Complete,GCA-900066995,virulent,MGV
GCA_002797155.1@16_4,Prevotella intermedia,MGV-GENOME-0267287,100.0,30,0,0,32789,32760,39759,2.92e-07,60.0,42.44573555672929,Caudovirales,Medium-quality,GCA-900066995,virulent,MGV
GCA_002797155.1@16_4,Prevotella intermedia,SAMEA2737885_b1_ct7,100.0,30,0,0,31743,31772,45675,2.92e-07,60.0,42.46743295019157,Caudovirales,High-quality,Prevotella,virulent,CHVD
GCA_002797155.1@16_5,Prevotella intermedia,IMGVR_UViG_3300008515_000301|3300008515|Ga0115189_1000030|50311-95502,100.0,30,0,0,7730,7759,45192,2.92e-07,60.0,43.11382545583289,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
GCA_002797155.1@16_5,Prevotella intermedia,IMGVR_UViG_3300008636_000155|3300008636|Ga0111420_100085|61064-107867,100.0,30,0,0,8252,8281,46804,2.92e-07,60.0,43.23134774805572,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
GCA_002797155.1@16_5,Prevotella intermedia,IMGVR_UViG_7000000292_000156|7000000292|SRS023958_Baylor_scaffold_17989|68-47854,100.0,30,0,0,9109,9138,47787,2.92e-07,60.0,42.81917676355494,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
GCA_002797155.1@16_5,Prevotella intermedia,IMGVR_UViG_2825903561_000001|2825903561|2825903561|306351-356912,100.0,30,0,0,10965,10994,50562,2.92e-07,60.0,42.911672797753255,Caudoviricetes,High-quality,Prevotella intermedia,temperate,IMG_VR
GCA_002797155.1@16_5,Prevotella intermedia,IMGVR_UViG_3300028539_000040|3300028539|Ga0307855_138,100.0,30,0,0,34214,34243,44553,2.92e-07,60.0,42.92640226247391,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
GCA_002797155.1@16_5,Prevotella intermedia,IMGVR_UViG_3300006259_000026|3300006259|Ga0099458_100365,100.0,30,0,0,1510,1539,40028,2.92e-07,60.0,43.37713600479664,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
GCA_002797155.1@16_5,Prevotella intermedia,IMGVR_UViG_3300006459_000203|3300006459|Ga0100222_100062|31656-80797,100.0,30,0,0,38679,38650,49142,2.92e-07,60.0,42.54405600097676,Caudoviricetes,High-quality,Prevotella,temperate,IMG_VR
GCA_002797155.1@16_1,Prevotella intermedia,TemPhD_cluster_57620,90.0,30,3,0,18081,18110,55192,4.2,36.2,41.63103348311349,Caudovirales,Medium-quality,Prevotella intermedia,temperate,TEMPHD
GCA_002797155.1@16_2,Prevotella intermedia,IMGVR_UViG_3300008515_000003|3300008515|Ga0115189_1000224,93.333,30,2,0,10218,10247,39138,0.017,44.1,41.85701875415197,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
GCA_002529285.1@5_3,Porphyromonas gingivalis,IMGVR_UViG_2858652038_000001|2858652038|2858652105|9513-66683,100.0,30,0,0,56049,56078,57171,2.92e-07,60.0,51.34596211365903,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529285.1@5_5,Porphyromonas gingivalis,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,100.0,30,0,0,34178,34149,51286,2.92e-07,60.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_000833975.1@4_4,Prevotella pectinovora,uvig_88390,100.0,30,0,0,127763,127734,172104,2.92e-07,60.0,34.39722493376098,Caudovirales,High-quality,Prevotella copri,virulent,GPD
GCA_000833975.1@4_4,Prevotella pectinovora,uvig_554844,100.0,30,0,0,79360,79331,80871,2.92e-07,60.0,35.66667903203868,Caudovirales,Low-quality,Prevotella copri,virulent,GPD
GCA_000833975.1@4_4,Prevotella pectinovora,IMGVR_UViG_3300045988_110911|3300045988|Ga0495776_119656,100.0,30,0,0,76510,76481,169536,2.92e-07,60.0,34.720649301623254,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
GCA_000833975.1@4_4,Prevotella pectinovora,IMGVR_UViG_3300045988_124152|3300045988|Ga0495776_101598,100.0,30,0,0,5587,5558,163629,2.92e-07,60.0,34.69678357748321,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
GCA_000833975.1@4_4,Prevotella pectinovora,IMGVR_UViG_3300045988_132833|3300045988|Ga0495776_015052,100.0,30,0,0,1427,1398,175174,2.92e-07,60.0,34.39551531619989,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
GCA_000833975.1@4_4,Prevotella pectinovora,IMGVR_UViG_3300045988_135144|3300045988|Ga0495776_137332,100.0,30,0,0,31927,31898,174140,2.92e-07,60.0,34.783507522682896,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
GCA_000833975.1@4_4,Prevotella pectinovora,MGV-GENOME-0376077,100.0,30,0,0,114900,114871,151978,2.92e-07,60.0,34.8609667188672,Caudovirales,Medium-quality,Prevotella,virulent,MGV
GCA_000833975.1@4_4,Prevotella pectinovora,uvig_373772,100.0,30,0,0,404,375,53291,2.92e-07,60.0,33.996359610440784,Caudovirales,Low-quality,Prevotella copri,virulent,GPD
GCA_000833975.1@4_6,Prevotella pectinovora,uvig_7751,93.333,30,2,0,75345,75374,77456,0.017,44.1,45.11464573435241,Caudovirales,Medium-quality,Prevotella copri,virulent,GPD
GCA_000833975.1@4_6,Prevotella pectinovora,MGV-GENOME-0350017,93.333,30,2,0,67246,67275,69357,0.017,44.1,46.15972432486988,Caudovirales,Medium-quality,Prevotella,virulent,MGV
GCA_000833975.1@4_6,Prevotella pectinovora,MGV-GENOME-0341299,93.333,30,2,0,2112,2083,66791,0.017,44.1,45.959785000973184,Caudovirales,Medium-quality,Prevotella,virulent,MGV
GCA_000833975.1@4_7,Prevotella pectinovora,IMGVR_UViG_3300045988_075458|3300045988|Ga0495776_010395,93.333,30,2,0,3469,3440,93180,0.017,44.1,29.19295986263147,Crassvirales,Complete,Prevotella,virulent,IMG_VR
GCA_000833975.1@4_7,Prevotella pectinovora,SAMN03283292_a1_ct15735,93.333,30,2,0,78811,78782,93105,0.017,44.1,29.20036517909887,CrAss-like,High-quality,Prevotella,virulent,CHVD
GCA_000833975.1@4_7,Prevotella pectinovora,uvig_365449,93.333,30,2,0,66823,66794,93160,0.017,44.1,29.20674109059682,,Complete,Prevotella copri,virulent,GPD
GCA_000833975.1@4_8,Prevotella pectinovora,IMGVR_UViG_3300045988_083604|3300045988|Ga0495776_011932,100.0,30,0,0,10637,10666,99146,2.92e-07,60.0,32.44407237810905,Caudoviricetes,Complete,Prevotella,virulent,IMG_VR
GCA_020281315.1@10_11,Empedobacter stercoris,IMGVR_UViG_2890301493_000002|2890301493|2890301517|142042-187714,93.333,30,2,0,33055,33026,45673,0.017,44.1,31.30295798392924,Caudoviricetes,High-quality,Empedobacter sp002378465,temperate,IMG_VR
GCA_020281315.1@10_11,Empedobacter stercoris,TemPhD_cluster_47731,93.333,30,2,0,12993,13022,47752,0.017,44.1,31.20288155469928,,High-quality,Empedobacter falsenii,temperate,TEMPHD
GCA_020281315.1@10_13,Empedobacter stercoris,IMGVR_UViG_2890301493_000002|2890301493|2890301517|142042-187714,93.333,30,2,0,33055,33026,45673,0.017,44.1,31.30295798392924,Caudoviricetes,High-quality,Empedobacter sp002378465,temperate,IMG_VR
GCA_020281315.1@10_13,Empedobacter stercoris,TemPhD_cluster_47731,93.333,30,2,0,12993,13022,47752,0.017,44.1,31.20288155469928,,High-quality,Empedobacter falsenii,temperate,TEMPHD
GCA_020281315.1@10_15,Empedobacter stercoris,IMGVR_UViG_2890301493_000002|2890301493|2890301517|142042-187714,93.333,30,2,0,33055,33026,45673,0.017,44.1,31.30295798392924,Caudoviricetes,High-quality,Empedobacter sp002378465,temperate,IMG_VR
GCA_020281315.1@10_15,Empedobacter stercoris,TemPhD_cluster_47731,93.333,30,2,0,12993,13022,47752,0.017,44.1,31.20288155469928,,High-quality,Empedobacter falsenii,temperate,TEMPHD
GCA_020281315.1@10_2,Empedobacter stercoris,IMGVR_UViG_3300014667_000022|3300014667|Ga0121291_10131|27947-77032,93.333,30,2,0,8451,8480,49086,0.017,44.1,30.41804180418042,Caudoviricetes,High-quality,Empedobacter,temperate,IMG_VR
GCA_020281315.1@10_7,Empedobacter stercoris,IMGVR_UViG_3300013921_000017|3300013921|Ga0121431_100016|43184-86638,100.0,30,0,0,13209,13180,43455,2.92e-07,60.0,30.390058681394542,Caudoviricetes,High-quality,Weeksellaceae,temperate,IMG_VR
GCA_025907495.1@15_5,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,8214,8243,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_025907495.1@15_6,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,93.333,30,2,0,28477,28448,38967,0.017,44.1,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_027696905.1@3_4,Prevotella buccae,IMGVR_UViG_3300045988_140237|3300045988|Ga0495776_169296,100.0,30,0,0,34066,34095,55557,2.92e-07,60.0,45.8988066310276,Caudoviricetes,High-quality,Prevotella,virulent,IMG_VR
GCA_027696905.1@3_2,Prevotella buccae,IMGVR_UViG_3300028833_000004|3300028833|Ga0247610_10000074,96.667,30,1,0,56891,56920,158651,7.11e-05,52.0,31.56109952033079,Caudoviricetes,Complete,Cryptobacteroides,virulent,IMG_VR
GCA_001051115.1@15_7,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,93.333,30,2,0,28448,28477,38967,0.017,44.1,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_001051115.1@15_8,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,8243,8214,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_028335105.1@4_5,Porphyromonas gingivalis,MGV-GENOME-0211214,96.667,30,1,0,13760,13789,29957,7.11e-05,52.0,49.77801515505558,Caudovirales,Medium-quality,Bacteroides ovatus,virulent,MGV
GCA_028335105.1@4_2,Porphyromonas gingivalis,Station125_SUR_ALL_assembly_NODE_972_length_19599_cov_4.985520,93.103,29,2,0,16324,16352,19599,0.069,42.1,30.55257921322517,Caudovirales,Low-quality,Clostridioides difficile,virulent,GOV2
GCA_028335105.1@4_3,Porphyromonas gingivalis,TemPhD_cluster_26955,90.0,30,3,0,11975,11946,48785,4.2,36.2,48.87362918929999,Caudovirales,High-quality,Porphyromonas gulae,temperate,TEMPHD
GCA_002753975.1@13_3,Porphyromonas gingivalis,TemPhD_cluster_59316,100.0,30,0,0,2924,2895,47858,2.92e-07,60.0,48.44122194826361,Caudovirales,High-quality,Porphyromonas gingivalis,temperate,TEMPHD
GCA_002753975.1@13_3,Porphyromonas gingivalis,TemPhD_cluster_26955,100.0,30,0,0,2919,2890,48785,2.92e-07,60.0,48.87362918929999,Caudovirales,High-quality,Porphyromonas gulae,temperate,TEMPHD
GCA_002753975.1@13_4,Porphyromonas gingivalis,IMGVR_UViG_2855585092_000002|2855585092|2855585172|3283-47269,100.0,30,0,0,23206,23177,43987,2.92e-07,60.0,50.48764407665901,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002753975.1@13_4,Porphyromonas gingivalis,IMGVR_UViG_2846822444_000001|2846822444|2846822444|1411026-1458836,100.0,30,0,0,25127,25156,47811,2.92e-07,60.0,50.235301499654895,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002753975.1@13_4,Porphyromonas gingivalis,IMGVR_UViG_2571042235_000001|2571042235|2571059602|13605-56115,100.0,30,0,0,21599,21570,42511,2.92e-07,60.0,50.859777469360864,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_021406725.1@13_2,Porphyromonas gingivalis,MGV-GENOME-0362808,96.667,30,1,0,72134,72163,95462,7.11e-05,52.0,33.34311034757286,Caudovirales,Complete,Barnesiella,virulent,MGV
GCA_021406725.1@13_2,Porphyromonas gingivalis,MGV-GENOME-0362577,96.667,30,1,0,23270,23241,95151,7.11e-05,52.0,33.32807852781369,Caudovirales,Medium-quality,Barnesiella,virulent,MGV
GCA_021406725.1@13_2,Porphyromonas gingivalis,MGV-GENOME-0362487,96.667,30,1,0,63620,63591,95029,7.11e-05,52.0,33.25721621820708,Caudovirales,Medium-quality,Barnesiella,virulent,MGV
GCA_021406725.1@13_2,Porphyromonas gingivalis,uvig_327615,96.667,30,1,0,75189,75218,97588,7.11e-05,52.0,33.3924252981924,Caudovirales,Complete,Barnesiella intestinihominis,virulent,GPD
GCA_021406725.1@13_2,Porphyromonas gingivalis,uvig_192534,96.667,30,1,0,5979,6008,93873,7.11e-05,52.0,33.100039414954246,Caudovirales,Complete,Bacteroides intestinalis,virulent,GPD
GCA_021406725.1@13_2,Porphyromonas gingivalis,MGV-GENOME-0366467,96.667,30,1,0,96606,96577,99926,7.11e-05,52.0,32.85030922882933,Caudovirales,Complete,Bacteroides_A,virulent,MGV
GCA_021406725.1@13_2,Porphyromonas gingivalis,MGV-GENOME-0364222,96.667,30,1,0,86918,86947,97281,7.11e-05,52.0,32.882063301158496,Caudovirales,Medium-quality,Bacteroides_A,virulent,MGV
GCA_021406725.1@13_2,Porphyromonas gingivalis,MGV-GENOME-0362209,96.667,30,1,0,72809,72838,94595,7.11e-05,52.0,33.272371689835616,Caudovirales,Complete,Barnesiella,virulent,MGV
GCA_021406725.1@13_2,Porphyromonas gingivalis,MGV-GENOME-0361973,96.667,30,1,0,73348,73377,94197,7.11e-05,52.0,33.08916419843519,Caudovirales,Complete,Barnesiella,virulent,MGV
GCA_021406725.1@13_2,Porphyromonas gingivalis,MGV-GENOME-0361788,96.667,30,1,0,84386,84415,93954,7.11e-05,52.0,33.115141452200014,Caudovirales,Medium-quality,Barnesiella intestinihominis,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0370516,100.0,30,0,0,59020,59049,107826,2.92e-07,60.0,43.69261588114184,Caudovirales,High-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0370332,100.0,30,0,0,24799,24770,109451,2.92e-07,60.0,44.28100245772081,Caudovirales,Complete,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0370325,100.0,30,0,0,65608,65637,106906,2.92e-07,60.0,44.479262155538514,Caudovirales,High-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0370289,100.0,30,0,0,34088,34059,109302,2.92e-07,60.0,44.49415381237306,Caudovirales,Complete,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0370253,100.0,30,0,0,34104,34133,109143,2.92e-07,60.0,44.56538669452003,Caudovirales,Complete,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0369872,100.0,30,0,0,15657,15628,107754,2.92e-07,60.0,44.47816322363903,Caudovirales,High-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0369846,100.0,30,0,0,56369,56340,107657,2.92e-07,60.0,44.50058983623917,Caudovirales,High-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0369821,100.0,30,0,0,72317,72288,107575,2.92e-07,60.0,44.68324424819893,Caudovirales,High-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0369533,100.0,30,0,0,35012,35041,106740,2.92e-07,60.0,44.402285928424206,Caudovirales,High-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_4,Bacteroides pyogenes,MGV-GENOME-0369268,100.0,30,0,0,68421,68392,105924,2.92e-07,60.0,44.35916317359616,Caudovirales,High-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_10,Bacteroides pyogenes,IMGVR_UViG_2524614554_000002|2524614554|2524661374,96.667,30,1,0,39526,39497,61466,7.11e-05,52.0,42.228223733446136,Caudoviricetes,Complete,Bacteroides pyogenes,virulent,IMG_VR
GCA_014196225.1@1_10,Bacteroides pyogenes,IMGVR_UViG_2576861690_000001|2576861690|2576910602,96.667,30,1,0,21871,21900,61292,7.11e-05,52.0,42.19963453631795,Caudoviricetes,High-quality,Bacteroides pyogenes,virulent,IMG_VR
GCA_014196225.1@1_10,Bacteroides pyogenes,TemPhD_cluster_56727,96.667,30,1,0,21941,21970,61371,7.11e-05,52.0,42.22678463769533,Caudovirales,High-quality,Bacteroides pyogenes,temperate,TEMPHD
GCA_014196225.1@1_12,Bacteroides pyogenes,MGV-GENOME-0368578,100.0,30,0,0,56088,56117,103873,2.92e-07,60.0,43.83429765194035,Caudovirales,High-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_12,Bacteroides pyogenes,MGV-GENOME-0328882,100.0,30,0,0,54529,54500,58451,2.92e-07,60.0,43.47744264426614,Caudovirales,Medium-quality,Bacteroidaceae,virulent,MGV
GCA_014196225.1@1_12,Bacteroides pyogenes,uvig_418013,100.0,30,0,0,70087,70116,83942,2.92e-07,60.0,43.67301231802912,Caudovirales,Medium-quality,Bacteroides uniformis;Bacteroides B dorei;Bacteroides B massiliensis;Bacteroides B vulgatus;Odoribacter splanchnicus;Bacteroides intestinalis,virulent,GPD
GCA_014196225.1@1_12,Bacteroides pyogenes,MGV-GENOME-0348430,100.0,30,0,0,56091,56120,75306,2.92e-07,60.0,44.1983374498712,Caudovirales,Medium-quality,Bacteroidaceae,virulent,MGV
GCA_002529155.1@5_3,Porphyromonas gingivalis,IMGVR_UViG_2639763162_000001|2639763162|2639848518|21614-75019,100.0,30,0,0,26294,26265,53406,2.92e-07,60.0,49.39145414372917,Caudoviricetes,High-quality,Porphyromonas gulae,temperate,IMG_VR
GCA_002529155.1@5_3,Porphyromonas gingivalis,IMGVR_UViG_2855585092_000002|2855585092|2855585172|3283-47269,100.0,30,0,0,20922,20893,43987,2.92e-07,60.0,50.48764407665901,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529155.1@5_3,Porphyromonas gingivalis,IMGVR_UViG_2571042235_000001|2571042235|2571059602|13605-56115,100.0,30,0,0,19315,19286,42511,2.92e-07,60.0,50.859777469360864,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_002529155.1@5_3,Porphyromonas gingivalis,IMGVR_UViG_3300045988_183125|3300045988|Ga0495776_172817,100.0,30,0,0,20425,20396,43617,2.92e-07,60.0,50.37943920948255,Caudoviricetes,High-quality,Porphyromonas,temperate,IMG_VR
GCA_002529155.1@5_6,Porphyromonas gingivalis,TemPhD_cluster_59316,96.667,30,1,0,31058,31029,47858,7.11e-05,52.0,48.44122194826361,Caudovirales,High-quality,Porphyromonas gingivalis,temperate,TEMPHD
GCA_021406645.1@17_7,Porphyromonas gingivalis,IMGVR_UViG_2858652038_000001|2858652038|2858652105|9513-66683,100.0,30,0,0,51148,51177,57171,2.92e-07,60.0,51.34596211365903,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_021406645.1@17_7,Porphyromonas gingivalis,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,100.0,30,0,0,45996,46025,51286,2.92e-07,60.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_021406645.1@17_2,Porphyromonas gingivalis,IMGVR_UViG_2531839003_000001|2531839003|2531840682|878-52163,100.0,30,0,0,36790,36761,51286,2.92e-07,60.0,52.12533634910111,Caudoviricetes,High-quality,Porphyromonas gingivalis,temperate,IMG_VR
GCA_021406645.1@17_5,Porphyromonas gingivalis,MGV-GENOME-0272237,96.667,30,1,0,26268,26297,35387,7.11e-05,52.0,48.2013168677763,Caudovirales,Medium-quality,Ruminiclostridium siraeum,temperate,MGV
GCA_021406645.1@17_8,Porphyromonas gingivalis,MGV-GENOME-0211214,100.0,30,0,0,27767,27738,29957,2.92e-07,60.0,49.77801515505558,Caudovirales,Medium-quality,Bacteroides ovatus,virulent,MGV
GCA_000252855.1@14_6,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,93.333,30,2,0,28448,28477,38967,0.017,44.1,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_000252855.1@14_7,Riemerella anatipestifer,IMGVR_UViG_2834949002_000004|2834949002|2834949002|1763995-1802961,100.0,30,0,0,8243,8214,38967,2.92e-07,60.0,34.22896296866579,Caudoviricetes,High-quality,Riemerella anatipestifer,temperate,IMG_VR
GCA_021406655.1@15_1,Porphyromonas gingivalis,TemPhD_cluster_59316,100.0,30,0,0,12155,12126,47858,2.92e-07,60.0,48.44122194826361,Caudovirales,High-quality,Porphyromonas gingivalis,temperate,TEMPHD
