operon_id,type,subtype,length
GCA_900446975.1@6,I,I-F,11485
GCA_900447015.1@14,I,I-C,10063
GCA_900447015.1@6,Unknown,,7881
GCA_900447205.1@4,I,I-E,13609
GCA_900447245.1@12,I,I-E,9408
GCA_900447245.1@3,I,I-G,9281
GCA_900447255.1@7,I,I-E,10489
GCA_900447385.1@4,I,I-E,9424
GCA_900447425.1@5,II,II-A,8807
GCA_900447555.1@8,I,I-E,12300
GCA_900447625.1@7,I,I-E,15456
GCA_900447675.1@7,I,I-E,13628
GCA_900450455.1@4,I,I-B,15204
GCA_900450465.1@12,I,I-E,9864
GCA_900450505.1@7,I,I-E,12950
GCA_900450555.1@5,I,I-E,7311
GCA_900450595.1@21,Unknown,,2408
GCA_900450595.1@50,V,V-F,1860
GCA_900450595.1@68,I,I-C,11705
GCA_900450725.1@21,III,III-A,1765
GCA_900450735.1@17,I,I-F,8993
GCA_900450735.1@7,I,I-C,12249
GCA_900450835.1@15,I,I-A,1984
GCA_900450835.1@6,III,III-A,15231
GCA_900450845.1@6,II,II-A,6538
GCA_900450865.1@19,II,II-A,5478
GCA_900450865.1@34,I,I-C,6976
GCA_900450885.1@5,II,II-A,7258
GCA_900450955.1@16,II,II-A,5550
GCA_900450955.1@9,III,III-D,13054
GCA_900450985.1@17,I,I-A,1984
GCA_900450985.1@6,III,III-A,15231
GCA_900450995.1@6,II,II-A,6732
GCA_900451005.1@9,II,II-A,6394
GCA_900451035.1@7,I,I-F,9717
GCA_900451065.1@8,I,I-A,2860
GCA_900451175.1@5,II,II-A,6092
GCA_900451365.1@5,I,I-C,13615
GCA_900451665.1@6,I,I-F,12691
GCA_900452435.1@5,I,I-F,10175
GCA_900452475.1@5,Unknown,,7760
GCA_900452515.1@6,I,I-C,8916
GCA_900452575.1@5,I,I-F,10175
GCA_900452615.1@5,II,II-A,7708
GCA_900452755.1@4,I,I-F,10975
GCA_900452865.1@4,I,I-F,13660
GCA_900453015.1@8,II,II-A,10148
GCA_900453075.1@9,I,I-F,6122
GCA_900453095.1@6,I,I-F,11958
GCA_900453105.1@15,I,I-C,10169
GCA_900453105.1@5,V,V-A,6234
GCA_900453155.1@12,I,I-A,3692
GCA_900453155.1@16,I,I-C,9581
GCA_900453155.1@7,V,V-A,6670
GCA_900453175.1@14,V,V-F1,2954
GCA_900453175.1@4,I,I-C,8500
GCA_900453205.1@14,V,V-A,6375
GCA_900453205.1@5,I,I-F,9024
GCA_900453215.1@29,I,I-E,9375
GCA_900453235.1@5,II,II-A,7970
GCA_900453245.1@21,V,V-A,7412
GCA_900453245.1@31,I,I-F,8115
GCA_900453255.1@15,V,V-A,6415
GCA_900453255.1@7,I,I-C,9780
GCA_900453265.1@7,V,V-A,6681
GCA_900453275.1@7,II,II-A,5794
GCA_900453285.1@18,V,V-A,9943
GCA_900453285.1@6,I,I-F,14178
GCA_900453305.1@15,I,I-F,8896
GCA_900453315.1@4,I,I-E,12000
GCA_900453335.1@4,I,I-C,8940
GCA_900453355.1@116,III,III-D,26132
GCA_900453355.1@39,Unknown,,3476
GCA_900453355.1@49,I,I-B,11426
GCA_900453355.1@80,III,III-A,8323
GCA_900453355.1@93,I,I-A,2208
GCA_900453685.1@17,III,III-A,16997
GCA_900453685.1@9,II,II-A,6067
GCA_900453865.1@8,II,II-A,8393
GCA_900453875.1@4,II,II-A,5339
GCA_900454195.1@7,I,I-A,3323
GCA_900454255.1@17,I,I-E,12258
GCA_900454255.1@7,II,II-A,9811
GCA_900454275.1@5,I,I-F,15724
GCA_900454285.1@1,I,I-A,4011
GCA_900454285.1@16,I,I-C,12387
GCA_900454315.1@8,I,I-F,9233
GCA_900454345.1@6,I,I-F,13573
GCA_900454365.1@5,I,I-F,14774
GCA_900454435.1@13,Unknown,,19912
GCA_900454435.1@4,III,III-B,7634
GCA_900454465.1@18,I,I-E,8351
GCA_900454465.1@19,I,I-A,5031
GCA_900454465.1@29,II,II-A,5734
GCA_900454465.1@6,II,II-A,6660
GCA_900454485.1@6,I,I-C,10651
GCA_900454495.1@16,III,III-B,15310
GCA_900454495.1@29,I,I-C,13150
GCA_900454495.1@38,I,I-A,2973
GCA_900454515.1@8,I,I-C,10169
GCA_900454545.1@6,III,III-B,12502
GCA_900454555.1@28,Unknown,,1071
GCA_900454555.1@66,I,I-C,11778
GCA_900454595.1@19,I,I-E,12471
GCA_900454595.1@29,I,I-F_T,5231
GCA_900454605.1@4,I,I-E,10453
GCA_900454665.1@16,III,III-A,9251
GCA_900454665.1@4,I,I-B,18420
GCA_900454675.1@7,I,I-F,10553
GCA_900454685.1@15,I,I-C,11735
GCA_900454685.1@7,I,I-E,10909
GCA_900454705.1@16,I,I-E,11766
GCA_900454705.1@7,I,I-F,2891
GCA_900454735.1@15,I,I-F,6828
GCA_900454735.1@16,I,I-F,5343
GCA_900454735.1@7,I,I-A,2822
GCA_900454755.1@5,II,II-A,7397
GCA_900454765.1@4,I,I-B,11976
GCA_900454805.1@5,I,I-F,11413
GCA_900454815.1@12,I,I-C,12880
GCA_900454815.1@4,I,I-B,9614
GCA_900454825.1@14,V,V-A,6726
GCA_900454825.1@5,I,I-C,9107
GCA_900454835.1@13,II,II-A,11519
GCA_900454835.1@5,III,III-D,21626
GCA_900454855.1@12,VI,VI,4614
GCA_900454855.1@5,II,II-A,6981
GCA_900454865.1@22,I,I-F,7742
GCA_900454865.1@31,I,I-A,3569
GCA_900454895.1@14,II,II-A,10833
GCA_900454895.1@3,III,III-A,15498
GCA_900454915.1@8,I,I-E,13347
GCA_900454935.1@28,VI,VI,4673
GCA_900454935.1@5,II,II-A,5822
GCA_900454945.1@24,III,III-B,9382
GCA_900454945.1@5,I,I-C,14049
GCA_900454955.1@31,II,II-A,13226
GCA_900454955.1@6,II,II-A,5886
GCA_900454985.1@17,III,III-D,20225
GCA_900454985.1@7,II,II-A,10753
GCA_900455005.1@17,II,II-A,9715
GCA_900455005.1@5,VI,VI,4840
GCA_900455105.1@5,I,I-F,8952
GCA_900455135.1@9,I,I-F,9902
GCA_900455185.1@8,I,I-F_T,6886
GCA_900455285.1@43,I,I-F,9389
GCA_900455285.1@45,Unknown,,1701
GCA_900455375.1@10,I,I-F,9750
GCA_900455375.1@8,Unknown,,1582
GCA_900455745.1@22,I,I-E,15419
GCA_900455755.1@6,II,II-A,5942
GCA_900455895.1@5,I,I-G,9071
GCA_900455935.1@14,I,I-C,11234
GCA_900455935.1@6,I,I-E,11768
GCA_900455955.1@7,I,I-C,13878
GCA_900456775.1@11,V,V-F1,3529
GCA_900456775.1@23,Unknown,,2552
GCA_900456775.1@4,I,I-B,9281
GCA_900456935.1@7,I,I-F,11696
GCA_900456975.1@6,III,III-D,16080
GCA_900457065.1@18,I,I-F,12429
GCA_900457065.1@6,I,I-E,10161
GCA_900457125.1@3,I,I-E,14273
GCA_900457365.1@5,II,II-A,9481
GCA_900457375.1@8,III,III-A,10010
GCA_900457435.1@4,II,II-A,8200
GCA_900458505.1@7,Unknown,,3368
GCA_900458545.1@13,II,II-A,6916
GCA_900458545.1@4,III,III-A,9831
GCA_900458705.1@10,III,III-A,12079
GCA_900458705.1@19,II,II-A,12848
GCA_900459125.1@17,II,II-A,7080
GCA_900459125.1@4,I,I-C,14018
GCA_900459175.1@4,II,II-A,8537
GCA_900459355.1@5,I,I-C,9401
GCA_900459365.1@19,II,II-A,7535
GCA_900459365.1@6,II,II-A,6728
GCA_900459405.1@46,II,II-A,11491
GCA_900459405.1@6,V,V-F,2522
GCA_900459405.1@7,Unknown,,5368
GCA_900459485.1@7,II,II-A,7610
GCA_900460135.1@18,I,I-C,11793
GCA_900460135.1@22,I,I-C,7134
GCA_900460135.1@8,II,II-A,7239
GCA_900460175.1@5,I,I-F,9762
GCA_900460215.1@17,I,I-C,13892
GCA_900460215.1@31,III,III-B,11813
GCA_900460215.1@32,I,I-A,7845
GCA_900460215.1@6,II,II-A,6381
GCA_900460235.1@6,III,III-A,12758
GCA_900460255.1@5,I,I-F,10035
GCA_900460265.1@4,Unknown,,1369
GCA_900460265.1@43,Unknown,,1369
GCA_900460315.1@16,I,I-C,11570
GCA_900460315.1@7,III,III-D,20615
GCA_900460335.1@7,I,I-A,7717
GCA_900460345.1@6,I,I-E,15256
GCA_900460495.1@7,II,II-A,7145
GCA_900460525.1@7,I,I-F,9870
GCA_900460625.1@7,II,II-A,5956
GCA_900460645.1@16,Unknown,,2393
GCA_900460645.1@6,I,I-F,10611
GCA_900460685.1@38,I,I-F,2894
GCA_900460705.1@18,I,I-F,11812
GCA_900460705.1@7,Unknown,,3294
GCA_900460735.1@17,I,I-F,9233
GCA_900460735.1@6,Unknown,,2817
GCA_900460915.1@3,II,II-A,8904
GCA_900460955.1@16,III,III-A,11547
GCA_900460965.1@8,I,I-E,14633
GCA_900460985.1@6,I,I-F,11665
GCA_900460995.1@8,II,II-A,8226
GCA_900461105.1@4,I,I-D,13329
GCA_900461125.1@36,Unknown,,5728
GCA_900461125.1@46,I,I-C,11156
GCA_900461125.1@5,I,I-A,1943
GCA_900461175.1@6,I,I-F,11843
GCA_900461185.1@3,I,I-E,14928
GCA_900461215.1@7,I,I-E,10451
GCA_900461255.1@4,I,I-E,12770
GCA_900461275.1@14,I,I-C,15168
GCA_900461275.1@27,Unknown,,3164
GCA_900461385.1@11,II,II-A,6328
GCA_900461385.1@5,III,III-D,16764
GCA_900465025.1@17,I,I-B,9364
GCA_900465025.1@20,I,I-A,3844
GCA_900465045.1@16,I,I-B,9237
GCA_900465045.1@19,I,I-A,3853
GCA_900465265.1@17,I,I-B,9167
GCA_900465265.1@20,I,I-A,3857
GCA_900465305.1@14,I,I-A,3853
GCA_900465415.1@24,I,I-F,14244
GCA_900465915.1@1,I,I-C,8241
GCA_900465915.1@15,II,II-A,6655
GCA_900466005.1@6,I,I-C,10159
GCA_900466045.1@5,II,II-A,6592
GCA_900467305.1@6,I,I-C,11179
GCA_900469305.1@36,I,I-C,9266
GCA_900471985.1@3,II,II-A,6532
GCA_900472255.1@6,Unknown,,1729
GCA_900472785.1@1,II,II-A,4997
GCA_900472825.1@6,I,I-A,1304
GCA_900473335.1@4,I,I-C,11860
GCA_900474525.1@30,Unknown,,2646
GCA_900474575.1@15,Unknown,,2646
GCA_900474605.1@5,II,II-A,9236
GCA_900474645.1@7,I,I-C,8387
GCA_900474685.1@8,II,II-A,6833
GCA_900474725.1@31,Unknown,,2646
GCA_900474795.1@7,I,I-C,8387
GCA_900474875.1@18,II,II-A,6499
GCA_900474875.1@7,I,I-C,10627
GCA_900474885.1@7,I,I-C,8532
GCA_900474905.1@18,I,I-C,8892
GCA_900474905.1@6,II,II-A,7166
GCA_900474955.1@7,I,I-C,8388
GCA_900474985.1@19,II,II-A,8231
GCA_900474985.1@34,II,II-A,7837
GCA_900475015.1@7,II,II-A,7316
GCA_900475035.1@6,II,II-A,6434
GCA_900475085.1@5,I,I-C,8462
GCA_900475095.1@4,I,I-C,10893
GCA_900475115.1@5,I,I-C,8120
GCA_900475125.1@16,II,II-A,7357
GCA_900475125.1@4,I,I-C,8921
GCA_900475175.1@5,I,I-C,8332
GCA_900475195.1@6,I,I-F,9406
GCA_900475225.1@8,II,II-A,6506
GCA_900475275.1@6,II,II-A,10325
GCA_900475275.1@8,III,III-A,13752
GCA_900475295.1@7,I,I-C,8785
GCA_900475315.1@6,II,II-A,5172
GCA_900475355.1@5,II,II-A,7033
GCA_900475365.1@3,I,I-E,10014
GCA_900475375.1@4,II,II-A,8029
GCA_900475545.1@3,II,II-A,5552
GCA_900475595.1@7,II,II-A,6909
GCA_900475605.1@20,I,I-E,10448
GCA_900475605.1@30,I,I-G,9075
GCA_900475635.1@15,I,I-G,9451
GCA_900475635.1@24,I,I-E,9960
GCA_900475635.1@7,IV,IV-A1,4892
GCA_900475655.1@6,I,I-E,11537
GCA_900475675.1@8,II,II-A,7720
GCA_900475695.1@7,II,II-A,9870
GCA_900475715.1@8,II,II-A,7249
GCA_900475775.1@13,I,I-E,9655
GCA_900475775.1@26,IV,IV-A1,5136
GCA_900475775.1@4,I,I-G,9451
GCA_900475815.1@9,I,I-A,5658
GCA_900475935.1@9,I,I-B,12174
GCA_900475985.1@13,I,I-C,8390
GCA_900476035.1@4,III,III-A,11426
GCA_900476035.1@5,I,I-A,5161
GCA_900476075.1@16,Unknown,,3275
GCA_900476075.1@6,I,I-F,8018
GCA_900476085.1@5,II,II-A,7912
GCA_900476105.1@4,II,II-A,6332
GCA_900476215.1@6,II,II-A,5087
GCA_900476255.1@25,I,I-A,4416
GCA_900476255.1@4,V,V-A,6578
GCA_900476375.1@6,I,I-B,9216
GCA_900476435.1@5,Unknown,,1449
GCA_900476485.1@6,IV,IV-B,2677
GCA_900477945.1@8,III,III-A,12974
GCA_900477975.1@16,I,I-E,13622
GCA_900478035.1@6,I,I-E,10490
GCA_900478065.1@8,I,I-E,14423
GCA_900478135.1@16,IV,IV-B,3481
GCA_900478135.1@4,I,I-E,10864
GCA_900478175.1@16,I,I-A,2104
GCA_900478175.1@7,I,I-F,9482
GCA_900478185.1@18,III,III-A,13965
GCA_900478185.1@29,I,I-C,11187
GCA_900478265.1@5,I,I-C,7425
GCA_900478315.1@6,I,I-B,11604
GCA_900487635.1@1,I,I-E,4121
GCA_900487825.1@1,I,I-E,4121
GCA_900487965.1@1,I,I-E,4061
GCA_900489015.1@1,I,I-E,4121
GCA_900489835.1@1,Unknown,,2500
GCA_900489835.1@17,II,II-A,5784
GCA_900490455.1@6,I,I-E,14900
GCA_900492165.1@18,III,III-A,8798
GCA_900492165.1@33,II,II-A,9618
GCA_900492165.1@6,II,II-A,8297
GCA_900492555.1@17,II,II-A,8967
GCA_900492555.1@7,I,I-C,12855
GCA_900497565.1@6,Unknown,,968
GCA_900497565.1@7,Unknown,,2732
GCA_900497585.1@1,Unknown,,1562
GCA_900497585.1@7,Unknown,,2933
GCA_900497595.1@18,I,I-A,1099
GCA_900497595.1@8,II,II-A,7914
GCA_900497605.1@5,II,II-A,9602
GCA_900499005.1@7,II,II-A,8415
GCA_900519355.1@7,II,II-A,4867
GCA_900520315.1@31,III,III-A,15894
GCA_026783725.1@6,II,II-A,6219
GCA_026786745.1@9,I,I-B,10334
GCA_026786785.1@1,III,III-B,8501
GCA_026786785.1@12,I,I-A,1165
GCA_026786785.1@13,I,I-C,8549
GCA_026786795.1@18,I,I-B,10072
GCA_026786795.1@8,Unknown,,4376
GCA_026786845.1@11,I,I-C,7714
GCA_026787005.1@1,I,I-C,6030
GCA_026787005.1@14,I,I-C,5281
GCA_026787005.1@15,Unknown,,4025
GCA_026788005.1@34,I,I-C,9626
GCA_026788005.1@50,Unknown,,3873
GCA_026793995.1@13,Unknown,,4005
GCA_026793995.1@23,I,I-C,5647
GCA_026794005.1@3,Unknown,,4025
GCA_026794005.1@4,I,I-C,5982
GCA_026794005.1@9,V,V-F1,7921
GCA_026794035.1@15,Unknown,,4005
GCA_026794035.1@16,I,I-C,5647
GCA_026794035.1@18,I,I-A,2739
GCA_026794095.1@1,I,I-A,2323
GCA_026794095.1@13,I,I-A,2953
GCA_026794095.1@20,I,I-C,8270
GCA_026794095.1@6,I,I-B,8152
GCA_026794135.1@30,I,I-C,11717
GCA_026794195.1@17,I,I-B,10072
GCA_026794195.1@8,Unknown,,4307
GCA_026794225.1@11,Unknown,,4239
GCA_026794225.1@3,I,I-B,10072
GCA_026794255.1@10,Unknown,,4376
GCA_026794255.1@2,I,I-B,10072
GCA_026797055.1@19,I,I-B,12739
GCA_026797055.1@8,I,I-C,11596
GCA_026797075.1@18,I,I-C,11717
GCA_026797075.1@6,I,I-B,12739
GCA_026797095.1@2,Unknown,,607
GCA_026797105.1@2,Unknown,,607
GCA_026797135.1@7,I,I-C,11778
GCA_026797155.1@8,I,I-C,15766
GCA_026797175.1@39,I,I-C,11778
GCA_026797195.1@8,I,I-C,15766
GCA_026797215.1@16,I,I-C,11778
GCA_026797215.1@29,Unknown,,1071
GCA_026797235.1@20,I,I-C,11778
GCA_026797255.1@47,I,I-C,10527
GCA_026797265.1@57,I,I-C,11778
GCA_026797295.1@17,I,I-C,15766
GCA_026797315.1@31,I,I-C,14714
GCA_026797375.1@22,I,I-C,8568
GCA_026797375.1@7,Unknown,,4025
GCA_026797375.1@9,I,I-C,5982
GCA_026797385.1@19,I,I-B,13209
GCA_026797385.1@7,I,I-A,2953
GCA_026797385.1@8,I,I-C,8270
GCA_026797395.1@7,I,I-B,12756
GCA_026797495.1@16,I,I-B,10097
GCA_026797495.1@9,Unknown,,4376
GCA_026797515.1@1,I,I-B,10097
GCA_026797515.1@10,Unknown,,4376
GCA_026797525.1@1,Unknown,,4376
GCA_026797525.1@8,I,I-B,10097
GCA_026797555.1@17,I,I-B,10072
GCA_026797555.1@8,Unknown,,4376
GCA_026797565.1@18,I,I-B,10072
GCA_026797565.1@9,Unknown,,4378
GCA_026797595.1@20,I,I-B,13209
GCA_026797595.1@7,I,I-A,2953
GCA_026797595.1@8,I,I-C,8210
GCA_026797655.1@13,I,I-B,13341
GCA_026797655.1@2,I,I-A,2953
GCA_026797675.1@8,I,I-C,15766
GCA_026797695.1@10,I,I-C,5712
GCA_026797695.1@23,I,I-C,8115
GCA_026797695.1@24,Unknown,,4025
GCA_026797715.1@15,I,I-C,8654
GCA_026797715.1@2,I,I-C,5982
GCA_026797715.1@29,Unknown,,4025
GCA_026797725.1@1,I,I-A,3154
GCA_026797725.1@13,I,I-B,12265
GCA_026797725.1@22,I,I-C,7938
GCA_026797755.1@1,I,I-C,6380
GCA_026797755.1@2,I,I-A,3154
GCA_026797755.1@21,I,I-B,12147
GCA_026797775.1@1,Unknown,,4025
GCA_026797775.1@17,I,I-C,5982
GCA_026797775.1@30,I,I-C,8719
GCA_026797795.1@30,I,I-B,12153
GCA_026800125.1@7,I,I-F,12034
GCA_026802075.1@15,I,I-E,13726
GCA_026802135.1@7,I,I-E,10214
GCA_026802175.1@26,I,I-D,14257
GCA_026802175.1@39,III,III-D,17303
GCA_026802195.1@10,I,I-C,12580
GCA_026802195.1@38,I,I-E,13222
GCA_026802215.1@17,I,I-E,11555
GCA_026802215.1@39,I,I-E,10436
GCA_026802215.1@7,I,I-C,11688
GCA_026805025.1@5,I,I-C,10139
GCA_026805035.1@1,I,I-C,10398
GCA_026805325.1@5,II,II-A,11146
GCA_026805525.1@7,II,II-A,8228
GCA_026805545.1@7,II,II-A,9089
GCA_026810205.1@15,I,I-B,11601
GCA_026810205.1@6,I,I-C,13070
GCA_026810225.1@12,Unknown,,4834
GCA_026810225.1@21,I,I-B,24362
GCA_026810225.1@6,Unknown,,1306
GCA_026810225.1@7,I,I-B,19784
GCA_026810485.1@6,I,I-F,11980
GCA_026847575.1@8,I,I-E,13383
GCA_026847585.1@27,I,I-C,9300
GCA_026847585.1@3,II,II-A,7736
GCA_026847815.1@18,II,II-A,9354
GCA_026871175.2@5,Unknown,,8005
GCA_026890865.1@9,Unknown,,3199
GCA_026891605.1@8,Unknown,,706
GCA_026891715.1@18,II,II-A,5345
GCA_026891725.1@4,II,II-A,5345
GCA_026891775.1@5,I,I-C,7317
GCA_026891875.1@10,I,I-E,13007
GCA_026891875.1@18,I,I-G,9420
GCA_026891875.1@4,I,I-G,7281
GCA_026891895.1@8,Unknown,,759
GCA_026891935.1@3,I,I-C,14231
GCA_026891975.1@10,I,I-C,10439
GCA_026898115.1@6,Unknown,,3029
GCA_026898155.1@13,I,I-A,2053
GCA_026901245.1@8,I,I-E,12374
GCA_026901265.1@17,I,I-F,17182
GCA_026901265.1@8,I,I-E,12374
GCA_026913165.1@3,I,I-E,10051
GCA_026913205.1@5,II,II-A,6380
GCA_026914285.1@26,IV,IV-D,5522
GCA_026914285.1@3,Unknown,,6138
GCA_026914285.1@34,I,I-B,20855
GCA_026914285.1@46,Unknown,,1381
GCA_026914285.1@6,I,I-B,12602
GCA_026914305.1@24,Unknown,,1973
GCA_026914305.1@27,III,III-A,10623
GCA_026914305.1@32,I,I-B,15508
GCA_026914305.1@5,Unknown,,3767
GCA_026914325.1@20,I,I-E,9541
GCA_026914325.1@48,I,I-B,9689
GCA_026930265.1@6,Unknown,,1639
GCA_026930365.1@14,Unknown,,882
GCA_026930425.1@13,Unknown,,882
GCA_026930445.1@13,Unknown,,882
GCA_026930525.1@8,II,II-A,8046
GCA_026932795.1@5,Unknown,,4744
GCA_026938105.1@4,II,II-A,9767
GCA_026941265.1@23,III,III-D,12115
GCA_026941265.1@28,Unknown,,3024
GCA_026941285.1@1,I,I-F,11402
GCA_026966905.1@4,I,I-E,15417
GCA_026967535.1@3,I,I-E,14101
GCA_026967535.1@8,I,I-A,4059
GCA_026967555.1@7,I,I-F,15812
GCA_026970895.1@6,I,I-C,10283
GCA_027105035.1@33,I,I-F,12816
GCA_027105055.1@4,I,I-F,10957
GCA_027105055.1@40,I,I-A,1953
GCA_027107535.1@10,I,I-E,9496
GCA_027108875.1@14,Unknown,,882
GCA_027110435.1@17,I,I-B,16590
GCA_027110455.1@4,I,I-B,16590
GCA_027111095.1@7,II,II-A,8278
GCA_027111255.1@5,II,II-A,9804
GCA_027111315.1@18,I,I-A,8443
GCA_027111355.1@9,II,II-A,8652
GCA_027116395.1@28,I,I-F,9963
GCA_027116395.1@5,I,I-F,9506
GCA_027116415.1@30,I,I-F,9927
GCA_027116415.1@7,I,I-F,11167
GCA_027116435.1@28,I,I-F,9962
GCA_027116435.1@5,I,I-F,7224
GCA_027116455.1@28,I,I-F,9962
GCA_027116455.1@5,I,I-F,9266
GCA_027116475.1@7,I,I-C,9151
GCA_027116495.1@43,I,I-C,8666
GCA_027116515.1@6,I,I-C,8666
GCA_027116535.1@43,I,I-C,8666
GCA_027116555.1@34,I,I-C,9092
GCA_027116575.1@33,I,I-C,8302
GCA_027125355.1@7,V,V-A,6502
GCA_027153865.1@4,II,II-A,9623
GCA_027153885.1@6,II,II-A,9623
GCA_027153895.1@4,II,II-A,9623
GCA_027155165.1@4,II,II-A,8500
GCA_027158145.1@11,III,III-D,3916
GCA_027158145.1@4,I,I-G,8926
GCA_027158265.1@7,I,I-E,14427
GCA_027158465.1@5,I,I-C,9785
GCA_027158485.1@28,I,I-F,9962
GCA_027158485.1@5,I,I-F,9086
GCA_027158955.1@4,II,II-A,7664
GCA_027186265.1@7,I,I-C,14224
GCA_027213725.1@2,I,I-F,9240
GCA_027213845.1@14,II,II-A,8754
GCA_027213845.1@5,II,II-A,7943
GCA_027213865.1@9,IV,IV-A3,5679
GCA_027214345.1@6,I,I-C,11073
GCA_027257035.1@7,I,I-C,15148
GCA_027257175.1@4,I,I-E,10459
GCA_027257955.1@1,Unknown,,4773
GCA_027270435.1@8,I,I-E,9896
GCA_027270865.1@8,I,I-E,14284
GCA_027271175.1@8,Unknown,,581
GCA_027272865.1@1,II,II-A,8395
GCA_027286025.1@42,I,I-F,11426
GCA_027286045.1@7,I,I-F,10954
GCA_027286065.1@43,I,I-F,9090
GCA_027286065.1@56,Unknown,,1522
GCA_027286285.1@4,II,II-A,8301
GCA_027286325.1@22,I,I-E,12913
GCA_027286325.1@9,I,I-F,1594
GCA_027286345.1@6,I,I-F,9684
GCA_027286365.1@19,I,I-E,9626
GCA_027286365.1@5,Unknown,,3717
GCA_027286365.1@6,I,I-F,10876
GCA_027286385.1@6,I,I-F,13726
GCA_027359675.1@9,Unknown,,4020
GCA_027362595.1@8,I,I-F,10209
GCA_027460145.1@28,I,I-G,9524
GCA_027460145.1@6,I,I-E,12041
GCA_027460185.1@4,I,I-E,11332
GCA_027460285.1@9,I,I-E,13432
GCA_027460305.1@6,I,I-E,11132
GCA_027460315.1@6,I,I-B,20831
GCA_027460345.1@4,I,I-E,11131
GCA_027460365.1@4,I,I-E,11131
GCA_027474505.1@20,II,II-A,1374
GCA_027474525.1@5,Unknown,,2505
GCA_027474825.2@29,Unknown,,2302
GCA_027474905.1@16,III,III-B,11988
GCA_027474905.1@6,II,II-A,9998
GCA_027474925.1@4,I,I-E,11131
GCA_027474985.1@5,III,III-B,9536
GCA_027475005.1@6,II,II-A,9205
GCA_027475025.1@5,III,III-A,7976
GCA_027478735.1@6,Unknown,,2704
GCA_027495645.1@1,I,I-C,9953
GCA_027495705.1@1,I,I-C,9953
GCA_027497255.1@50,Unknown,,7597
GCA_027497255.1@59,I,I-C,11923
GCA_027497255.1@68,I,I-E,10422
GCA_027497315.1@18,III,III-D,15514
GCA_027497315.1@22,III,III-A,5217
GCA_027497315.1@52,I,I-G,9655
GCA_027497315.1@8,I,I-C,8246
GCA_027497315.1@9,Unknown,,3222
GCA_027497335.1@9,III,III-D,16921
GCA_027497395.1@12,III,III-D,15514
GCA_027497395.1@20,Unknown,,3149
GCA_027497395.1@21,I,I-C,11295
GCA_027497395.1@44,I,I-G,9655
GCA_027497395.1@8,III,III-A,5217
GCA_027497475.1@17,I,I-C,11986
GCA_027497495.1@23,I,I-E,23021
GCA_027497555.1@7,I,I-E,13900
GCA_027554905.1@16,Unknown,,5586
GCA_027554905.1@7,I,I-B,16010
GCA_027555045.1@21,I,I-B,21433
GCA_027555045.1@29,Unknown,,5575
GCA_027557615.1@5,II,II-A,7249
GCA_027557675.1@20,III,III-A,8623
GCA_027557675.1@31,II,II-A,7703
GCA_027557675.1@5,II,II-A,9950
GCA_027557695.1@6,II,II-A,6750
GCA_027557715.1@7,I,I-E,10272
GCA_027557755.1@7,I,I-G,13263
GCA_027558075.1@14,II,II-A,13759
GCA_027558275.1@4,I,I-F,9236
GCA_027558435.1@3,I,I-C,10101
GCA_027563145.1@23,I,I-B,13088
GCA_027563145.1@6,Unknown,,3459
GCA_027563495.1@19,I,I-B,9629
GCA_027563495.1@2,I,I-C,11158
GCA_027568365.1@1,I,I-C,15867
GCA_027568365.1@17,I,I-E,10864
GCA_027568365.1@8,Unknown,,6612
GCA_027568575.1@12,IV,IV-D,5380
GCA_027568575.1@27,Unknown,,1260
GCA_027568575.1@43,III,III-D,12714
GCA_027568575.1@44,I,I-B,8615
GCA_027568575.1@50,IV,IV-D,5761
GCA_027569775.1@7,I,I-F,11563
GCA_027570015.1@7,I,I-F,14026
GCA_027570035.1@6,Unknown,,7647
GCA_027570045.1@4,I,I-E,16648
GCA_027570155.1@14,II,II-A,5960
GCA_027570155.1@7,I,I-E,9412
GCA_027570255.1@7,I,I-E,10111
GCA_027570595.1@7,I,I-E,10512
GCA_027570855.1@15,I,I-F,10600
GCA_027570995.1@6,I,I-E,10512
GCA_027571405.1@5,I,I-C,13679
GCA_027571425.1@17,I,I-E,12538
GCA_027571425.1@7,I,I-F,12435
GCA_027584235.1@4,II,II-A,9556
GCA_027591835.1@7,II,II-A,7511
GCA_027594505.1@7,Unknown,,2592
GCA_027594505.1@8,Unknown,,6562
GCA_027594545.1@16,II,II-A,8689
GCA_027594545.1@6,II,II-A,10872
GCA_027594745.1@27,Unknown,,7570
GCA_027594845.1@26,I,I-E,13695
GCA_027594925.1@6,I,I-E,11984
GCA_027595025.1@4,I,I-F,10448
GCA_027595935.1@4,I,I-F,12608
GCA_027604915.1@110,I,I-E,12401
GCA_027604915.1@118,I,I-C,8878
GCA_027604915.1@5,Unknown,,2295
GCA_027604915.1@58,Unknown,,2559
GCA_027604915.1@98,I,I-B,10589
GCA_027620315.1@6,I,I-E,13909
GCA_027620355.1@2,I,I-C,7953
GCA_027622855.1@6,Unknown,,3313
GCA_027622945.1@6,Unknown,,1164
GCA_027625415.1@7,II,II-A,4974
GCA_027625435.1@83,I,I-B,11156
GCA_027625435.1@90,I,I-B,8140
GCA_027625935.1@21,Unknown,,3396
GCA_027625935.1@31,I,I-A,1623
GCA_027625975.1@16,I,I-C,11574
GCA_027625975.1@5,I,I-B,10094
GCA_027626035.1@7,I,I-C,9652
